name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Kingston HyperX Fury 4 GB,,"3,1333","1,4",,Red / Silver,13.503,9
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,White / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Red / Silver,10.718,10
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Red,8.439,9
G.Skill Sniper 4 GB,,"3,1600","1,4",,Black / Red,11.25,9
G.Skill Value 16 GB,67.45,"4,2133","4,4",4.216,Black,14.065,15
ADATA XPG Z1 16 GB,,"4,2800","2,8",,Red / Black,12.143,17
Crucial Ballistix Sport 16 GB,,"4,2400","4,4",,Gray / Silver,13.333,16
Kingston HyperX Beast 16 GB,,"3,1866","4,4",,Black,9.646,9
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Blue / Silver,10.718,10
TEAMGROUP Elite Plus 16 GB,,"3,1600","2,8",,Black / Gold,13.75,11
Corsair Vengeance LPX 16 GB,,"4,2400","4,4",,Black,12.5,15
TEAMGROUP Elite 8 GB,,"4,2133","1,8",,Black / Green,14.065,15
Crucial Ballistix Sport LT 8 GB,,"4,2400","2,4",,Silver,13.333,16
Crucial CT4K4G4RFS8213 16 GB,,"4,2133","4,4",,Green,14.065,15
TEAMGROUP Vulcan 16 GB,,"3,1600","2,8",,Red,11.25,9
G.Skill Ripjaws 4 128 GB,,"4,2400","8,16",,Black,11.667,14
Kingston HyperX Fury 8 GB,,"3,1600","2,4",,Black,12.5,10
Kingston HyperX Savage 8 GB,,"4,2400","1,8",,Black / White,10,12
Patriot Viper 4 16 GB,,"4,2800","2,8",,Black / Red,11.429,16
G.Skill Trident Z 32 GB,,"4,3000","2,16",,Red / Silver,10,15
G.Skill Ripjaws X 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Mushkin Essentials 32 GB,370.59,"3,1866","2,16",11.581,Black / Blue,13.934,13
G.Skill Ripjaws V 32 GB,,"4,3200","2,16",,Black,10,16
G.Skill Ripjaws V 16 GB,73.22,"4,3200","2,8",4.576,Red,9.375,15
GeIL Dragon RAM 16 GB,,"4,4000","2,8",,White / Gold,9.5,19
Corsair Vengeance LPX 32 GB,,"4,3600","4,8",,Black / Yellow,10,18
Crucial Ballistix Sport LT 64 GB,,"4,2400","4,16",,White,13.333,16
Corsair Vengeance LPX 8 GB,,"4,4200","2,4",,Black / Yellow,9.048,19
Crucial Ballistix Sport LT 32 GB,,"4,2400","2,16",,Silver / Gray,13.333,16
Kingston FURY 32 GB,,"4,2133","2,16",,Black / Silver,13.127,14
Crucial CT102472BD160B 8 GB,49.99,"3,1600","1,8",6.249,Black / Green,13.75,11
G.Skill Trident Z 16 GB,82.9,"4,3200","2,8",5.181,Silver / Black,9.375,15
G.Skill Trident Z RGB 32 GB,,"4,3600","4,8",,Black,9.444,17
Kingston Predator 16 GB,,"4,3333","2,8",,Black / Silver,9.601,16
Apacer Commando 16 GB,,"4,2666","2,8",,Black / Red,12.003,16
Corsair Vengeance RGB 32 GB,,"4,3000","4,8",,White,10,15
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2666","2,8",,Black,11.253,15
Patriot Viper Elite 8 GB,,"4,2400","1,8",,Gray,13.333,16
G.Skill Ripjaws V 32 GB,,"4,3000","2,16",,Red,10.667,16
G.Skill Trident Z 16 GB,,"4,4000","2,8",,Black / White,9,18
TEAMGROUP T-Force Vulcan 8 GB,,"4,2666","1,8",,Black,11.253,15
Crucial Ballistix Sport LT 16 GB,,"4,2666","1,16",,Gray,12.003,16
Crucial Ballistix Sport LT 16 GB,,"4,2400","1,16",,Gray,13.333,16
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Black,13.75,11
Corsair Vengeance LED 32 GB,,"4,3000","2,16",,Black / White,10.667,16
TEAMGROUP T-Force Night Hawk RGB 16 GB,,"4,3600","2,8",,White,10,18
TEAMGROUP T-Force Night Hawk RGB 16 GB,,"4,4000","2,8",,White,9,18
TEAMGROUP T-Force Xtreem 32 GB,,"4,3600","4,8",,Black / Silver,8.889,16
Kingston HyperX Impact 16 GB,65.77,"4,2666","1,16",4.111,Black,11.253,15
Patriot Viper Elite 16 GB,,"4,2400","2,8",,Silver / Red,12.5,15
G.Skill Ripjaws V 16 GB,,"4,2666","2,8",,Red / Black,14.254,19
Klevv BOLT 16 GB,,"4,3000","1,16",,Black / Gold,10,15
Corsair Vengeance LPX 32 GB,,"4,2933","4,8",,Black / Yellow,10.91,16
Corsair Vengeance RGB Pro 16 GB,,"4,4000","2,8",,Black,9.5,19
G.Skill Trident Z 32 GB,,"4,4000","2,16",,Black / Silver,9.5,19
Kingston HyperX Fury 32 GB,,"4,3466","2,16",,Black / White,10.964,19
G.Skill Trident Z RGB 32 GB,,"4,2933","2,16",,Black,9.547,14
Corsair Vengeance RGB Pro 32 GB,,"4,3733","4,8",,Black,9.108,17
Kingston HyperX Predator 32 GB,,"4,3000","4,8",,Black / Silver,10,15
G.Skill Ripjaws V 4 GB,,"4,2400","1,4",,Red / Black,14.167,17
G.Skill Trident Z Royal 64 GB,,"4,3200","4,16",,Silver,10,16
OLOy MD4U083216BASA 8 GB,,"4,3200","1,8",,White / Gray,10,16
Crucial Ballistix Sport LT 8 GB,,"4,2666","2,4",,Red / Black,12.003,16
GeIL EVO POTENZA 8 GB,,"4,2400","2,4",,Red / Black,13.333,16
TEAMGROUP T-Force Vulcan Z 8 GB,,"4,3000","1,8",,Silver / Black,10.667,16
Corsair Vengeance LPX 16 GB,,"4,3000","2,8",,Gray,10,15
G.Skill Trident Z Neo 16 GB,,"4,3600","2,8",,Black / Silver,7.778,14
Kingston HyperX Predator 64 GB,,"4,3333","4,16",,Black,9.601,16
Supermicro MEM-DR416L-CV02-EU26 16 GB,,"4,2666","1,16",,Green / Black,14.254,19
Corsair Vengeance LPX 256 GB,,"4,2400","8,32",,Black / Yellow,13.333,16
TEAMGROUP T-Force Vulcan Z 8 GB,,"4,2666","1,8",,Red,13.503,18
Corsair Vengeance RGB Pro 16 GB,84.35,"4,3000","2,8",5.272,Black,10,15
Kingston HyperX Fury RGB 16 GB,,"4,3466","1,16",,Black,9.233,16
TEAMGROUP T-Force Dark Z 16 GB,,"4,3200","2,8",,Silver / Black,10,16
Kingston HyperX Predator RGB 8 GB,,"4,3000","1,8",,Black,10,15
Silicon Power XPOWER Turbine 16 GB,,"4,3600","2,8",,Blue,10,18
Corsair Vengeance RGB Pro 64 GB,,"4,2666","2,32",,Black,12.003,16
G.Skill Ripjaws V 256 GB,625.98,"4,3200","8,32",2.445,Black,10,16
Corsair Dominator Platinum 32 GB,,"4,3466","2,16",,Black / Silver,9.233,16
G.Skill Trident Z Royal 128 GB,,"4,3200","4,32",,Gold,10,16
Crucial Ballistix 32 GB,,"4,3000","2,16",,Red,10,15
G.Skill Trident Z Neo 256 GB,,"4,2666","8,32",,Black / Silver,13.503,18
GeIL GeIL 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model GALS416GB3600C18ADC 16 GB,,"4,3600","2,8",,Black,10,18
Kingston HyperX Fury 64 GB,,"4,2666","2,32",,Black / Silver,12.003,16
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"4,3600","2,8",,Black,7.778,14
TEAMGROUP T-Force Night Hawk Legend RGB 32 GB,,"4,3200","2,16",,Black,10,16
ADATA XPG GAMMIX D10 32 GB,,"4,3600","2,16",,Black,10,18
Thermaltake TOUGHRAM RC 16 GB,155.99,"4,4000","2,8",9.749,Black,9.5,19
G.Skill Value 32 GB,,"4,2666","1,32",,Black,14.254,19
Kingston HyperX Fury 64 GB,,"4,3600","4,16",,Black,10,18
Apacer AU 8 GB,,"4,2400","1,8",,Black,14.167,17
Klevv BOLT X 16 GB,,"4,3600","1,16",,Black,10,18
TEAMGROUP T-Force Vulcan 32 GB,,"5,5200","2,16",,Black / Silver,14.615,38
Acer Predator Apollo RGB 16 GB,,"4,4000","2,8",,Silver / Black,8.5,17
Acer Predator Apollo RGB 32 GB,,"4,3600","2,16",,Silver / Black,8.889,16
Acer Predator Talos 32 GB,,"4,3200","2,16",,White / Black,10,16
Acer Predator Talos 16 GB,,"4,2666","1,16",,White / Black,13.503,18
G.Skill Trident Z Royal Elite 64 GB,,"4,4266","2,32",,Silver,8.908,19
V-Color Manta XPrism RGB 32 GB,,"5,6200","2,16",,White,11.613,36
Kingston FURY Beast RGB 16 GB,65.2,"4,3200","1,16",4.075,Black,10,16
Kingston FURY 16 GB,,"4,2400","1,16",,Black,12.5,15
GeIL Orion RGB AMD Edition 32 GB,,"4,3200","2,16",,Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"4,3600","2,16",,Gray,10,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3600","1,32",,Gray,10,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3600","2,16",,Gray,7.778,14
TEAMGROUP T-Force Delta RGB 16 GB,,"4,3200","1,16",,Black,10,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,3600","2,8",,Black,7.778,14
Kingston FURY Renegade 16 GB,,"4,4266","2,8",,Black,8.908,19
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Black,10.667,32
Lexar Hades RGB 32 GB,,"4,3600","2,16",,Black,10,18
TEAMGROUP T-Force Vulcan 32 GB,,"5,4800","2,16",,Black,15,36
ADATA XPG GAMMIX D45 8 GB,,"4,3600","1,8",,Black,10,18
ADATA XPG SPECTRIX D50 8 GB,,"4,3000","1,8",,Black,10.667,16
ADATA XPG SPECTRIX D50 16 GB,,"4,4133","2,8",,Black,9.194,19
ADATA XPG SPECTRIX D50 8 GB,,"4,3600","1,8",,White,10,18
PNY XLR8 Gaming EPIC-X RGB 16 GB,,"4,4400","2,8",,Black,8.636,19
G.Skill Trident Z Royal 16 GB,162.13,"4,4400","2,8",10.133,Silver,7.273,16
G.Skill Trident Z RGB 64 GB,,"4,3600","8,8",,,8.889,16
G.Skill Trident Z Neo 64 GB,,"4,4000","2,32",,Black / White,9,18
HP V6 16 GB,,"4,3000","2,8",,Blue,10.667,16
Patriot Signature Line 8 GB,,"5,5600","1,8",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3600","2,8",,Black,10,18
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5600","2,8",,Black,14.286,40
Silicon Power SP004GBLFU240N02 4 GB,18.25,"4,2400","1,4",4.562,,14.167,17
Silicon Power SP001GBRDE333O01 1 GB,,333,"1,1",,,15.015,2.5
Thermaltake TOUGHRAM XG RGB 16 GB,179.99,"4,4000","2,8",11.249,Black / Silver,9.5,19
Corsair Dominator Platinum RGB 64 GB,,"5,5200","2,32",,Black,15.385,40
Kingston ValueRAM 16 GB,,"4,2933","1,16",,Green,14.32,21
Thermaltake TOUGHRAM XG RGB D5 32 GB,,"5,5600","2,16",,White / Silver,12.857,36
GeIL Polaris RGB SYNC 32 GB,,"5,8000","2,16",,Red,9.5,38
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,6000","1,16",,White,12.667,38
Kingston FURY Beast 64 GB,,"4,3600","2,32",,Black / Silver,10,18
OLOy Blade RGB 16 GB,,"4,3600","2,8",,White,10,18
TEAMGROUP Elite Plus 32 GB,,"4,3200","2,16",,Red / Black,13.75,22
Klevv CRAS V RGB 32 GB,,"5,8000","2,16",,Black,9.5,38
GOODRAM IRDM PRO 16 GB,,"4,3600","2,8",,White,9.444,17
Apacer Panther 32 GB,,"5,5600","2,16",,Silver / Black,14.286,40
ADATA XPG Lancer Blade RGB 16 GB,,"5,6400","1,16",,White,10,32
Netac Shadow II 16 GB,,"4,2666","1,16",,Black,14.254,19
TEAMGROUP T-Force Vulcan 32 GB,,"5,6400","1,32",,Black,10.625,34
TEAMGROUP T-Force Vulcan 8 GB,,"5,5600","1,8",,Black,14.286,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","2,8",,Red,14.286,40
Corsair Vengeance RGB 48 GB,194.99,"5,6400","2,24",4.062,Black,11.25,36
Mushkin Redline 16 GB,34.99,"4,2666","2,8",2.187,,12.003,16
G.Skill Ripjaws 16 GB,49.6,"4,3000","2,8",3.1,Black / Blue,10.667,16
TEAMGROUP T-Force Zeus 32 GB,,"4,3200","2,16",,Red / Black,13.75,22
Silicon Power SP016GBSFU266F02 16 GB,,"4,2666","1,16",,Black,14.254,19
Mushkin Redline 64 GB,168.99,"4,3200","2,32",2.64,,13.75,22
Crucial CT4G3S1067M 4 GB,29.95,"3,1066","1,4",7.487,Black / Green,13.133,7
Kingston KVR13R9D4K4/64I 64 GB,118.99,"3,1333","4,16",1.859,Green,13.503,9
G.Skill F3-12800CL9S-2GBSQ 2 GB,11.36,"3,1600","1,2",5.68,Green,11.25,9
G.Skill Trident Z 32 GB,,"4,3200","2,16",,Red / Silver,8.75,14
Crucial Ballistix Sport LT 64 GB,,"4,3200","4,16",,White / Silver,10,16
G.Skill Flare X 64 GB,188.19,"4,3200","4,16",2.94,Black,10,16
G.Skill Ares 8 GB,46.08,"3,2133","2,4",5.76,Black / Blue,8.439,9
TEAMGROUP T-Force Vulcan Z 32 GB,76.91,"4,3200","1,32",2.403,Gray / Black,10,16
G.Skill Trident Z Royal 32 GB,,"4,4000","2,16",,Gold,8.5,17
G.Skill F4-3600C17Q2-128GTZKK 128 GB,507.51,"4,3600","8,16",3.965,Black,9.444,17
G.Skill Ripjaws 8 GB,26.36,"3,1333","2,4",3.295,Black / Red,13.503,9
Crucial CT2KIT12864BA160B 2 GB,,"3,1600","2,1",,Black / Green,13.75,11
G.Skill Ripjaws 4 GB,15.82,"4,2400","1,4",3.955,Black,13.333,16
Corsair Vengeance LED 16 GB,,"4,3000","2,8",,Black / White,10,15
G.Skill Ripjaws V 32 GB,87.2,"4,2666","4,8",2.725,Red / Black,14.254,19
Kingston ValueRAM 8 GB,68.36,"4,2400","1,8",8.545,Green / Black,14.167,17
Kingston KVR26S19S8/8 8 GB,20.38,"4,2666","1,8",2.547,Green / Black,14.254,19
Crucial CT2K32G4SFD8266 64 GB,162.38,"4,2666","2,32",2.537,Green / Black,14.254,19
Corsair XMS3 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
G.Skill Ares 16 GB,86.66,"3,2133","4,4",5.416,Black / Blue,8.439,9
Kingston KVR16LSE11/8 8 GB,59.91,"3,1600","1,8",7.489,Green,13.75,11
Corsair Vengeance LPX 16 GB,,"4,3400","4,4",,Black / Yellow,9.412,16
Corsair Vengeance LPX 8 GB,,"4,3000","2,4",,Red,10,15
G.Skill Ripjaws V 16 GB,120.09,"4,3200","2,8",7.506,Red,8.75,14
G.Skill Trident Z 128 GB,,"4,3200","8,16",,Silver / White,8.75,14
Corsair Vengeance RGB 32 GB,,"4,3200","2,16",,White,10,16
G.Skill Trident Z RGB 32 GB,95.8,"4,2400","2,16",2.994,Black,12.5,15
Corsair Vengeance RGB 32 GB,,"4,3000","2,16",,Black,10,15
Crucial CT4K8G4DFD824A 32 GB,159,"4,2400","4,8",4.969,Green / Black,14.167,17
Crucial Ballistix Sport LT 64 GB,,"4,3200","4,16",,Red / Black,10,16
G.Skill Trident Z 16 GB,106.55,"4,4266","2,8",6.659,Silver / Red,8.908,19
Crucial Ballistix RGB 64 GB,,"4,3600","2,32",,White,8.889,16
G.Skill Trident Z Neo 32 GB,315.85,"4,3600","4,8",9.87,Black / White,7.778,14
Corsair Vengeance LPX 16 GB,,"4,3200","1,16",,Black,10,16
Kingston FURY Renegade 64 GB,193.49,"4,2666","2,32",3.023,Black,11.253,15
ADATA XPG GAMMIX D20 16 GB,,"4,3200","1,16",,Black / Silver,10,16
Mushkin Silverline 32 GB,92,"4,3200","1,32",2.875,Silver,13.75,22
Silicon Power SP032GBLVU480F02 32 GB,,"5,4800","1,32",,,16.667,40
Kingston FURY Renegade 16 GB,133.99,"5,6000","1,16",8.374,White / Silver,10.667,32
Corsair Dominator 4 GB,,"2,1066","2,2",,Black / Blue,9.381,5
Corsair XMS3 12 GB,,"3,1333","6,2",,Black / White,13.503,9
Corsair XMS2 DHX 4 GB,,"2,800","2,2",,Black / White,10,4
Crucial CT3KIT25664BA1067 6 GB,,"3,1066","3,2",,Green,13.133,7
Patriot Signature 1 GB,,"2,667","1,1",,Green,14.993,5
Corsair XMS3 8 GB,,"3,1333","4,2",,Black / Blue,13.503,9
G.Skill Ripjaws 4 GB,21.3,"3,1600","2,2",5.325,Black / Red,11.25,9
Corsair XMS3 4 GB,,"3,1333","2,2",,Black / Blue,13.503,9
G.Skill Ripjaws 4 GB,,"3,1333","1,4",,Black / Red,13.503,9
Corsair Dominator GTX 2 GB,,"3,2400","1,2",,Black / Red,7.5,9
Mushkin Silverline 4 GB,14.53,"3,1333","1,4",3.632,Black / Gray,13.503,9
G.Skill PIS 4 GB,,"3,2000","2,2",,Black / Blue,6,6
Kingston KHX1600C9D3K2/8G 8 GB,,"3,1600","2,4",,Blue / Silver,11.25,9
G.Skill Sniper Low Voltage 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
Mushkin Essentials 8 GB,15.95,"3,1333","1,8",1.994,Green,13.503,9
G.Skill Ripjaws Z 8 GB,,"3,2133","4,2",,Black / Blue,8.439,9
Patriot Viper Xtreme Division 4 8 GB,150,"3,1866","4,2",18.75,Black / Silver,9.646,9
G.Skill Ripjaws Z 64 GB,,"3,2133","8,8",,Black / Red,10.314,11
G.Skill Ripjaws Z 64 GB,,"3,2400","8,8",,Black / Blue,8.333,10
Crucial Ballistix 4 GB,,"3,1866","1,4",,Black / Yellow,9.646,9
G.Skill F3-1600C10D-16GSQ 16 GB,32.99,"3,1600","2,8",2.062,Green,12.5,10
Corsair Dominator Platinum 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Kingston KHX2133C11D3W1K2/8GX 8 GB,,"3,2133","2,4",,Black / Silver,10.314,11
G.Skill Sniper Gaming 32 GB,,"3,1600","4,8",,Black / Red,11.25,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,2133","4,4",,Black / Blue,10.314,11
"Patriot Intel Extreme Master, Limited Ed 32 GB",,"3,1600","4,8",,Black / Blue,11.25,9
Mushkin Silverline 8 GB,17.37,"3,1600","1,8",2.171,Gray / Silver,13.75,11
Corsair Vengeance Pro 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
G.Skill Trident X 32 GB,,"3,2666","4,8",,Black / Red,8.252,11
Corsair Vengeance Pro 8 GB,,"3,2133","2,4",,Black / Silver,8.439,9
G.Skill Trident X 32 GB,,"3,2800","4,8",,,8.571,12
ADATA XPG V2 16 GB,,"3,2800","2,8",,Black / Silver,7.857,11
TEAMGROUP Vulcan 32 GB,,"3,1600","4,8",,,11.25,9
AMD Radeon R9 Gamer 8 GB,,"3,2133","2,4",,Black / Silver,9.376,10
Patriot Signature 2 GB,,"3,1333","1,2",,Black / Green,13.503,9
Samsung M393B1K70DH0-YH908 8 GB,,"3,1333","1,8",,Black / Green,13.503,9
Corsair Vengeance Pro 8 GB,,"3,2133","2,4",,Black / Red,7.501,8
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Blue / Silver,10.718,10
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,White / Silver,10.718,10
AMD Radeon R5 Entertainment 8 GB,,"3,1600","1,8",,Black / Red,13.75,11
G.Skill Ripjaws 32 GB,83.97,"4,2133","4,8",2.624,Black / Red,14.065,15
ADATA XPG Z1 32 GB,,"4,2400","4,8",,Red / Black,13.333,16
Kingston KTH-PL316LLQ/32G 32 GB,109.99,"3,1600","1,32",3.437,Silver,13.75,11
TEAMGROUP Elite Plus 8 GB,,"3,1600","1,8",,Black / Gold,13.75,11
TEAMGROUP Elite Plus 8 GB,,"3,1600","2,4",,Black / Gold,13.75,11
Crucial CT2K32G3ELSLQ4160B 64 GB,,"3,1600","2,32",,Blue / Silver,13.75,11
Wintec 3RSH186613R5H-64GQ 64 GB,,"3,1866","4,16",,Black / Silver,13.934,13
Corsair Vengeance LPX 64 GB,,"4,2400","8,8",,Black,12.5,15
G.Skill Ripjaws 4 16 GB,,"4,2400","4,4",,Black,11.667,14
Patriot Viper 4 16 GB,,"4,3000","4,4",,Black / Red,10.667,16
Crucial Ballistix Tactical Tracer 16 GB,,"3,1600","2,8",,Black / Silver,10,8
Klevv CRAS 16 GB,,"4,2666","4,4",,Black / Silver,11.253,15
Crucial Ballistix Sport LT 16 GB,,"4,2400","2,8",,Silver,13.333,16
Kingston HyperX Fury 16 GB,,"4,2133","4,4",,Black / Silver,13.127,14
Kingston HyperX Fury 32 GB,,"4,2666","4,8",,Black / Silver,11.253,15
Kingston KVR1333D3D4R9SK2/16G 16 GB,74.5,"3,1333","2,8",4.656,Green,13.503,9
Avexir Core 8 GB,,"3,1600","1,8",,Black / Blue,13.75,11
Corsair Vengeance LPX 32 GB,,"4,2133","4,8",,Black / Yellow,14.065,15
Corsair Vengeance LPX 8 GB,,"4,3200","2,4",,Red,10,16
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Black / Yellow,13.75,11
Kingston ValueRAM 48 GB,78.98,"3,1600","3,16",1.645,Black / Green,13.75,11
Kingston HyperX Savage 16 GB,,"4,2666","4,4",,Black / White,9.752,13
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Red,10.314,11
GeIL Dragon RAM 16 GB,,"4,2800","2,8",,White / Gold,11.429,16
Corsair Vengeance LPX 32 GB,,"4,2400","4,8",,Black / Yellow,12.5,15
GeIL Dragon RAM Combo 8 GB,,"4,3600","2,4",,White / Gold,9.444,17
Patriot Viper 4 16 GB,,"4,2666","2,8",,Black / Red,11.253,15
G.Skill Ripjaws V 16 GB,,"4,3000","2,8",,Silver,10,15
Patriot Viper 4 16 GB,,"4,3200","4,4",,Black / Red,10,16
Corsair Vengeance LPX 8 GB,,"4,2400","2,4",,Red,13.333,16
G.Skill Ripjaws V 16 GB,,"4,3000","2,8",,Black,9.333,14
G.Skill Aegis 32 GB,,"4,2400","2,16",,Black / Red,12.5,15
Crucial Ballistix Sport LT 32 GB,,"4,2400","4,8",,White / Gray,13.333,16
Kingston Savage 8 GB,,"4,2400","1,8",,Black,10,12
Corsair Dominator Platinum 64 GB,,"4,3200","8,8",,Black / Silver,9.375,15
Crucial CT4K8G4DFS8213 32 GB,159,"4,2133","4,8",4.969,Black / Green,14.065,15
Kingston FURY 32 GB,,"4,2400","2,16",,Black / Silver,12.5,15
Avexir Core 16 GB,,"4,2400","2,8",,Black / Blue,13.333,16
Corsair Vengeance LPX 32 GB,,"4,2666","4,8",,White,12.003,16
Corsair Vengeance LED 16 GB,,"4,2666","2,8",,Black / Red,12.003,16
Corsair Vengeance LED 32 GB,,"4,3000","2,16",,Black / Red,10,15
Corsair Vengeance LED 32 GB,,"4,3400","4,8",,Black / Red,9.412,16
Corsair Vengeance LED 32 GB,,"4,3200","4,8",,Black / White,10,16
Corsair Vengeance LED 16 GB,,"4,3200","2,8",,Black / Blue,10,16
Corsair Vengeance LED 32 GB,304.7,"4,3000","4,8",9.522,Black / Blue,10,15
Corsair Dominator Platinum Blackout 32 GB,,"4,3200","2,16",,Black,8.75,14
G.Skill Trident Z RGB 32 GB,,"4,2400","4,8",,Black,12.5,15
G.Skill Trident Z RGB 32 GB,,"4,3866","4,8",,Black,9.312,18
TEAMGROUP T-Force / Night Hawk 16 GB,,"4,3000","2,8",,Black / White,10.667,16
TEAMGROUP Dark 16 GB,,"4,3000","2,8",,Black / Red,10.667,16
Corsair Vengeance Performance 64 GB,,"4,2666","4,16",,Black / Yellow,13.503,18
TEAMGROUP Vulcan 8 GB,,"4,2400","2,4",,Black / Gray,11.667,14
Corsair Vengeance RGB 32 GB,,"4,3200","4,8",,Black,10,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2400","2,8",,White,12.5,15
TEAMGROUP T-Force Delta RGB 32 GB,,"4,2400","2,16",,White,12.5,15
TEAMGROUP Night Hawk 32 GB,,"4,3000","2,16",,Black / Blue,10.667,16
ADATA XPG V1.0 8 GB,,"3,1600","2,4",,Red / White,13.75,11
Avexir Blitz 16 GB,,"4,3200","2,8",,Black / Silver,10,16
G.Skill Trident Z RGB 16 GB,,"4,2933","2,8",,Black,9.547,14
G.Skill Trident Z 64 GB,877.11,"4,3200","8,8",13.705,Black / Yellow,10,16
TEAMGROUP T-Force Vulcan 16 GB,,"3,2133","2,8",,Gold,10.314,11
Crucial CT32G4RFD4266 32 GB,61.99,"4,2666","1,32",1.937,Green / Black,14.254,19
Corsair Vengeance Performance 32 GB,,"4,3600","4,8",,Black,8.889,16
Kingston HyperX Fury 32 GB,,"4,2400","2,16",,Red / Silver,12.5,15
Patriot Signature Line 8 GB,58.9,"4,2400","1,8",7.362,Green / Black,14.167,17
Corsair Vengeance LPX 16 GB,,"4,4400","2,8",,Black / Yellow,8.636,19
G.Skill Sniper X 16 GB,,"4,3600","2,8",,Silver / Camo,10.556,19
KFA2 Hall Of Fame Extreme 16 GB,,"4,4000","2,8",,White / Silver,9.5,19
ADATA XPG GAMMIX D10 8 GB,,"4,2666","1,8",,Red / White,12.003,16
G.Skill Trident Z RGB 64 GB,,"4,3000","4,16",,Black,10.667,16
TEAMGROUP T-Force XCalibur RGB SE 16 GB,,"4,4000","2,8",,Black,9,18
ADATA XPG SPECTRIX D80 16 GB,,"4,3000","2,8",,Red,10.667,16
ADATA XPG SPECTRIX D80 16 GB,,"4,3200","2,8",,Red,10,16
Crucial Ballistix Sport AT 16 GB,,"4,3000","2,8",,Silver / Black,11.333,17
Corsair Vengeance RGB Pro 64 GB,,"4,2933","4,16",,Black,10.91,16
Mushkin Silverline 16 GB,44.61,"4,2133","2,8",2.788,Silver / Green,14.065,15
ADATA Premier 16 GB,,"4,2666","2,8",,Green / Black,14.254,19
G.Skill Trident Z Royal 16 GB,,"4,3200","2,8",,Silver,8.75,14
G.Skill Trident Z Royal 16 GB,,"4,3600","2,8",,Silver,9.444,17
Samsung M393A2K40CB2-CTD 16 GB,,"4,2666","1,16",,Green / Black,14.254,19
Crucial CT2G4SFS624A 2 GB,,"4,2400","1,2",,Green / Black,14.167,17
TEAMGROUP T-Force Vulcan 16 GB,,"4,3200","2,8",,Red / Black,10,16
OLOy MD4U082417IBSA 8 GB,,"4,2400","1,8",,Red / Black,14.167,17
Corsair Vengeance LPX 32 GB,,"4,3000","4,8",,Black / Yellow,10,15
G.Skill Trident Z Neo 32 GB,,"4,3600","4,8",,Black / Silver,8.889,16
OLOy MD4U082616BGDA 16 GB,,"4,2666","2,8",,Black,12.003,16
Corsair Dominator Platinum RGB 32 GB,,"4,3200","2,16",,Black,8.75,14
Patriot Signature Premium 16 GB,,"4,2400","2,8",,Black,14.167,17
Crucial Ballistix Tactical Tracer RGB 16 GB,,"4,3200","2,8",,Silver,10,16
Kingston HyperX Fury RGB 8 GB,,"4,2400","1,8",,Black,12.5,15
Corsair Vengeance RGB Pro 16 GB,,"4,4600","2,8",,Black,7.826,18
TEAMGROUP T-Force Dark Z 32 GB,,"4,3000","2,16",,Silver / Black,10.667,16
Kingston HyperX Predator RGB 32 GB,,"4,3000","2,16",,Black,10,15
Corsair Dominator Platinum RGB 64 GB,,"4,3200","4,16",,Black,10,16
V-Color Prism Plus RGB 16 GB,,"4,3200","2,8",,Black,10,16
Corsair Vengeance RGB Pro 128 GB,,"4,2666","4,32",,Black,12.003,16
Crucial Ballistix 8 GB,,"4,2400","2,4",,Black,13.333,16
Crucial Ballistix 32 GB,,"4,2666","2,16",,White,12.003,16
Crucial Ballistix 16 GB,,"4,2666","2,8",,Red,12.003,16
Crucial Ballistix 64 GB,,"4,3200","2,32",,Black,10,16
