name,price,capacity,price_per_gb,type,cache,form_factor,interface
Fantom Drives VENOM8,299.95,4000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTE245S,109.99,1000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,235.62,600,0.393,10000,32,3.5,SATA 6.0 Gb/s
Seagate Pipeline HD,,320,,5900,8,3.5,SATA 3.0 Gb/s
Western Digital Green,215,6000,0.036,5400,64,3.5,SATA 6.0 Gb/s
Intel DC S3610,365,800,0.456,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,249.99,8000,0.031,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM760,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,46.99,500,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,292.98,2000,0.146,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital RE3,24.99,250,0.1,7200,16,3.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,256,,SSD,,2.5,SATA 3.0 Gb/s
Intel 530,86.17,120,0.718,SSD,,2.5,SATA 6.0 Gb/s
AMD RADEON-R7SSD-120G,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,58.4,750,0.078,7200,16,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,134.99,4000,0.034,5900,64,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,,2000,,SSD,2048,M.2-2280,M.2 SATA
Gigabyte GP-GSM2NE8128GNTD,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
ADATA XPG GAMMIX S5,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi HDN724040ALE640,109.33,4000,0.027,7200,,3.5,SATA 6.0 Gb/s
SanDisk X400,,256,,SSD,,M.2-2280,M.2 SATA
Kingston UV500,,1920,,SSD,,2.5,SATA 6.0 Gb/s
Inland Premium,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP400,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro 125,,3840,,SSD,,2.5,SATA 6.0 Gb/s
Kingston DC1000B,77.45,240,0.323,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NE-2280,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec P3,,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,,4000,,5000,256,3.5,SATA 6.0 Gb/s
ADATA LEGEND 900,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend SSD230S,171.08,2000,0.086,SSD,,2.5,SATA 6.0 Gb/s
Acer FA200,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power Slim S55,26.53,240,0.111,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MQ04ABD200,69.88,2000,0.035,5400,128,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,72.98,2000,0.036,5400,256,3.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,64.98,512,0.127,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk AI,239.99,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400N,114.98,4000,0.029,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Black2,249.99,1000,0.25,,,2.5,SATA 6.0 Gb/s
Intel SSDMCEAW120A401,60,120,0.5,SSD,,mSATA,mSATA
Transcend TS120GSSD220S,22.58,120,0.188,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040,75,500,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red,142.99,1000,0.143,5400,16,2.5,SATA 6.0 Gb/s
Intel 750,499,400,1.248,SSD,,PCIe,PCIe x4
Hitachi 0F23663,960,6000,0.16,7200,128,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,297.95,10000,0.03,7200,256,3.5,SATA 6.0 Gb/s
Seagate FireCuda 120,,1000,,SSD,,2.5,SATA 6.0 Gb/s
GOODRAM CL100 gen.3,,120,,SSD,,2.5,SATA 6.0 Gb/s
Timetec 35TTQNM2SATA,38.66,512,0.076,SSD,,M.2-2280,M.2 SATA
Western Digital Caviar Blue,161.53,1000,0.162,7200,32,3.5,SATA 3.0 Gb/s
Seagate Barracuda LP,129,1000,0.129,5900,32,3.5,SATA 3.0 Gb/s
Crucial M4,,128,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,,256,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X110,,128,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP600,,256,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow E100,,400,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Archive HDD v2,,6000,,5900,128,3.5,SATA 6.0 Gb/s
Toshiba P300,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,,4000,,7200,128,3.5,SATA 6.0 Gb/s
Inland Professional,,480,,SSD,,2.5,SATA 6.0 Gb/s
ADATA SU800,,2000,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power A80,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SN520,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
TEAMGROUP T-Force Vulcan,,500,,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC2000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar,50,1000,0.05,7200,32,3.5,SATA 6.0 Gb/s
Corsair MP500,,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,,480,,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix Gold S31 250,,250,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE8512GNTD,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Kingston KC2500,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS2280Q4,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VPN110,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital easystore,,240,,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 5000E,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda PCIe,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS 910 Lite,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2142,75.98,1000,0.076,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Corsair MP600 MINI,89.99,1000,0.09,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba V300,,1000,,5700,,3.5,SATA 6.0 Gb/s
Intel D3-S4510,439.99,3840,0.115,SSD,,2.5,SATA 6.0 Gb/s
Addlink A95,86.44,1000,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,199,8000,0.025,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max RGB Lite,48.99,512,0.096,SSD,,2.5,SATA 6.0 Gb/s
Intel 545s,45.58,256,0.178,SSD,,M.2-2280,M.2 SATA
TEAMGROUP GX1,28,120,0.233,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 Rev2,74.98,500,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
NEMIX RAM NEMESIS,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300 Pro,208.99,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s
Toshiba P300,169,3000,0.056,7200,64,3.5,SATA 6.0 Gb/s
Intel D3-S4510,79,480,0.165,SSD,,2.5,SATA 6.0 Gb/s
Hitachi A7K1000-750,37.56,750,0.05,7200,32,3.5,SATA 3.0 Gb/s
Western Digital RE,,4000,,7200,64,3.5,SATA 6.0 Gb/s
Intel 600p,189,1000,0.189,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,279,2000,0.139,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst,,960,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,245,10000,0.025,7200,256,3.5,SATA 6.0 Gb/s
PNY XLR8 CS3040 w/Heatsink,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,229.99,10000,0.023,7200,,3.5,SATA 6.0 Gb/s
Toshiba L200,56.98,1000,0.057,5400,128,2.5,SATA 6.0 Gb/s
Intel Optane DC P4801X,,100,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
Intel 520,280.4,120,2.337,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3700,348,800,0.435,SSD,,2.5,U.2
Western Digital Blue,,1000,,SSD,,M.2-2280,M.2 SATA
Seagate SkyHawk AI,425.95,14000,0.03,7200,256,3.5,SATA 6.0 Gb/s
Intenso High Performance,40.47,480,0.084,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Zero Z330,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland TN325,94.99,1000,0.095,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Hitachi 7K2000,,2000,,7200,32,3.5,SATA 3.0 Gb/s
Seagate Barracuda 7200.12,,500,,7200,16,3.5,SATA 3.0 Gb/s
Samsung 830,,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Samsung 840,,500,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,,1000,,5900,64,3.5,SATA 6.0 Gb/s
Kingston Predator,,480,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
Crucial BX200,,240,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow UV400,,960,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RD400A,,1000,,SSD,,PCIe,PCIe x4
Crucial MX300,,1050,,SSD,,M.2-2280,M.2 SATA
Corsair Force LE,,120,,SSD,,2.5,SATA 6.0 Gb/s
Drevo X1,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba XG5,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 665p,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Integral M,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A58,,2000,,SSD,,2.5,SATA 6.0 Gb/s
ADATA ATOM 50,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP34Q,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C700 RGB,,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,308.99,16000,0.019,7200,512,3.5,SATA 6.0 Gb/s
Toshiba XG6,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar DC HC530,,14000,,7200,256,3.5,SATA 6.0 Gb/s
Nextorage NEM-PA,,8000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Addlink A93 PS5,124.44,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,148.99,6000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,139.99,6000,0.023,7200,256,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,183.13,8000,0.023,7200,256,3.5,SATA 6.0 Gb/s
Addlink S93,248.44,4000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,356.44,12000,0.03,7200,256,3.5,SATA 6.0 Gb/s
Addlink S20,37.44,512,0.073,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf 525,207.22,1000,0.207,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek mSATA,120.09,480,0.25,SSD,,mSATA,mSATA
Lexar NM500,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Seagate Exos X18,357.97,12000,0.03,7200,512,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,222.11,10000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Integral M,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Deskstar 7K2000,,2000,,7200,32,3.5,SATA 3.0 Gb/s
Toshiba P300,153.83,6000,0.026,5400,128,3.5,SATA 6.0 Gb/s
Western Digital SanDisk Extreme,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS350 PANTHER,,128,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Viper VPN110,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,49,1500,0.033,5400,32,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,120,1500,0.08,7200,64,3.5,SATA 3.0 Gb/s
Gigabyte AORUS RGB,,256,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Intel DC S3520,317,150,2.113,SSD,,M.2-2280,M.2 SATA
Western Digital Red Plus,,4000,,5400,64,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,98,600,0.163,10000,32,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,,640,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital WD1001FALS,,500,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,500,,5400,8,2.5,SATA 3.0 Gb/s
Transcend Transcend SLC,,16,,SSD,,2.5,SATA 1.5 Gb/s
Crucial M4,,64,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK7559GSXP,62.5,750,0.083,5400,8,2.5,SATA 3.0 Gb/s
Hitachi 0F14689,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Seagate STCL2000400,,2000,,,64,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,189.45,4000,0.047,7200,64,3.5,SATA 6.0 Gb/s
Seagate ST5000DM000,,5000,,5900,128,3.5,SATA 6.0 Gb/s
Mushkin Reactor,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Samsung MZVPV128HDGM-00000,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power Silm S55,36.69,480,0.076,SSD,,2.5,SATA 6.0 Gb/s
Toshiba XG3,149.99,512,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MD04ACA400,129.99,4000,0.032,7200,64,3.5,SATA 6.0 Gb/s
Intel 760p,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi 0F29530,,12000,,7200,256,3.5,SAS 12.0 Gb/s
Micron 1100,,512,,SSD,,2.5,SATA 6.0 Gb/s
Kingston UV500B,,480,,SSD,,2.5,SATA 6.0 Gb/s
HP S600,,120,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,,1500,,SSD,,2.5,U.2
TCSunBow X3,,1000,,SSD,,2.5,SATA 6.0 Gb/s
HP EX950,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ01ABF050M,,500,,5400,8,2.5,SATA 6.0 Gb/s
Samsung PM883,94.95,480,0.198,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,303.89,14000,0.022,7200,512,3.5,SATA 6.0 Gb/s
Seagate FireCuda Compute,,2000,,,,2.5,SATA 6.0 Gb/s
Western Digital Blue SN550,249.99,2000,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston Q500,319,1920,0.166,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,199.99,500,0.4,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M390,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD90,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SN530,,256,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
GOODRAM IRDM PRO SLIM,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3150 RGB,,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MP44S,77.98,1000,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital WDBMYH0010BNC-NRSN,33.99,1000,0.034,5400,8,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+,,64,,SSD,,2.5,SATA 3.0 Gb/s
Sabrent Rocket Q4,219.99,2000,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Mushkin Gamma,315.99,4000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 125,403.39,2000,0.202,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,41.49,512,0.081,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE Z44A7,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTS600,34.99,32,1.093,SSD,,M.2-2260,M.2 SATA
Western Digital Red Plus,72.99,2000,0.036,5400,128,3.5,SATA 6.0 Gb/s
Addlink S95,139.44,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland TN325,52.99,512,0.103,SSD,,M.2-2242,M.2 PCIe 3.0 X4
FanXiang S900,179.99,1000,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Black,323.26,4000,0.081,7200,64,3.5,SATA 6.0 Gb/s
Seagate FireCuda,281.27,2000,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A80,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512n,127.35,4000,0.032,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,54.99,512,0.107,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,213.19,6000,0.036,7200,,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,29,320,0.091,7200,16,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,498,500,0.996,7200,32,3.5,SATA 6.0 Gb/s
Intel 730,449.74,480,0.937,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf,212,6000,0.035,7200,128,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,127.26,2000,0.064,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar,49,240,0.204,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,254.99,12000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Toshiba X300,309.99,16000,0.019,7200,512,3.5,SATA 6.0 Gb/s
Seagate Exos X18,480.33,14000,0.034,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,,320,,5400,8,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,32.99,160,0.206,7200,8,3.5,SATA 3.0 Gb/s
OCZ Colossus LT,,1000,,SSD,128,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,,1000,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,750,,5200,8,2.5,SATA 3.0 Gb/s
Samsung 830,,512,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 4,409.9,256,1.601,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,,750,,7200,64,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,,1000,,7200,32,2.5,SATA 6.0 Gb/s
Western Digital Black,62,750,0.083,7200,16,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,,500,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Pro,,256,,SSD,256,2.5,SATA 6.0 Gb/s
Corsair Force LS,,240,,SSD,512,2.5,SATA 6.0 Gb/s
Crucial M550,,512,,SSD,,2.5,SATA 6.0 Gb/s
HP 628065-B21,,3000,,7200,,3.5,SATA 6.0 Gb/s
Seagate 1200 SSD,3062.5,800,3.828,SSD,,2.5,SAS 12.0 Gb/s
AMD RADEON-R7SSD-240G,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M9T,,2000,,5400,32,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,4000,,5400,64,3.5,SATA 6.0 Gb/s
Samsung XP941,,512,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
Samsung 850 Evo,,120,,SSD,,M.2-2280,M.2 SATA
Seagate ST3160023AS,,160,,7200,8,3.5,SATA 1.5 Gb/s
Corsair Force LE,239.99,480,0.5,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,,480,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS1311,,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM951,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black NVMe,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba P300,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba XG3,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte UD PRO 512,,512,,SSD,512,2.5,SATA 6.0 Gb/s
Kingston KC2000,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,,1920,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Ace A56,,1000,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX8100,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3040,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A58,,512,,SSD,,2.5,SATA 6.0 Gb/s
Addlink S70,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,60,250,0.24,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 750,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NE-2280,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD80,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD80,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS800,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda PCIe,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
AGI AI298,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Fantom Drives VenomX,149.94,2000,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,149.99,2000,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Micron 2400,169.95,2000,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Solidigm P41 Plus,,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Fantom Drives VENOM7,129.94,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,64.98,512,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,,2000,,7200,128,3.5,SAS 6.0 Gb/s
Addlink X70,129.44,2000,0.065,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,244.6,1920,0.127,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,85.49,60,1.425,SSD,,2.5,SATA 6.0 Gb/s
Transcend 250H,79.45,1000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Netac NV3000,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,299,8000,0.037,7200,128,3.5,SATA 6.0 Gb/s
Hitachi 0B36040,109.99,4000,0.027,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,,640,,5400,8,2.5,SATA 3.0 Gb/s
Hitachi Ultrastar C10K900,,600,,10000,64,2.5,SATA 6.0 Gb/s
Transcend MTS400,33.43,32,1.045,SSD,,M.2-2242,M.2 SATA
Seagate ST4000NM0034,178,4000,0.045,7200,128,3.5,SAS 12.0 Gb/s
Crucial BX300,42.99,240,0.179,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint MP4,29.99,250,0.12,7200,16,2.5,SATA 3.0 Gb/s
Seagate ST5000NM0024,,5000,,7200,128,3.5,SATA 6.0 Gb/s
Intel 540s,129,240,0.537,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST4000LM016,359.99,4000,0.09,5400,128,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,,2000,,5900,64,3.5,SATA 6.0 Gb/s
Transcend TS480GSSD220S,52.22,480,0.109,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,178.57,960,0.186,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 120,,500,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,71.75,1000,0.072,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,,2000,,7200,64,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,65.9,320,0.206,7200,16,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,2000,,5400,32,3.5,SATA 3.0 Gb/s
Western Digital RE4,30,500,0.06,7200,64,3.5,SATA 3.0 Gb/s
Corsair Force GT,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.11,,320,,7200,16,3.5,SATA 3.0 Gb/s
ADATA XPG SX900,,128,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F3,,1000,,7200,32,3.5,SATA 3.0 Gb/s
ADATA Premier Pro SP600,,128,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,498,2000,0.249,7200,64,3.5,SATA 6.0 Gb/s
Intel DC S3500,282,480,0.588,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST2000VN000,219,2000,0.109,5900,64,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,,1000,,7200,64,2.5,SAS 6.0 Gb/s
Seagate Constellation ES,48,1000,0.048,7200,16,3.5,SAS 3.0 Gb/s
Hitachi Travelstar Z5K500,,500,,5400,8,2.5,SATA 3.0 Gb/s
Crucial M550,,256,,SSD,,M.2-2280,M.2 SATA
OCZ ARC 100,,240,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,153.94,6000,0.026,5400,64,3.5,SATA 6.0 Gb/s
Dell 342-3520,139,1000,0.139,7200,,2.5,SAS 3.0 Gb/s
MyDigitalSSD Super Boot Drive,,8,,SSD,,mSATA,mSATA
Crucial MX200,,250,,SSD,,M.2-2280,M.2 SATA
Samsung SM951,,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Z400s,220.77,256,0.862,SSD,,2.5,SATA 6.0 Gb/s
Hitachi HTS547550A9E384,,500,,5400,8,2.5,SATA 3.0 Gb/s
Samsung 850 Evo,,1000,,SSD,,M.2-2280,M.2 SATA
Toshiba VX500,,256,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,,1000,,5900,64,3.5,SATA 6.0 Gb/s
