name,price,style,switches,backlit,tenkeyless,connection_type,color
Asus ROG Horus GK2000 RGB UK,,Gaming,Cherry MX Red,RGB,false,Wired,
Leopold FC980CEW,,Standard,Topre 45g,,false,Wired,Beige / Gray
Corsair K68 RGB,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Redragon K552-N,,Standard,Outemu Blue,,true,Wired,Black
Velocifire TKL78,,Standard,Outemu Brown,Blue,true,Wired,Black
Cooler Master MK730,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Ducky Shine 7 RGB,,Standard,Cherry MX Brown,RGB,false,Wired,Gray
MSI VIGOR GK40,,Gaming,,RGB,false,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Red,RGB,true,Wired,Black
Logitech G513 Carbon,,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Rosewill NEON K90 RGB BR,,Gaming,Kailh Brown,RGB,false,Wired,Black
Drevo BladeMaster PRO,,Gaming,Cherry MX Speed Silver,RGB,true,Wireless,Gray
Adesso AKB-630UB,26.99,Standard,,,false,Wired,Black
Adesso WKB-1330CB,21,Standard,,,false,Wireless,Black
Microsoft 800,,Slim,,,false,Wireless,Black
Inland 70140,,Slim,,,false,Wired,Black
ROCCAT Vulcan 100 AIMO,,Gaming,Roccat Titan Brown,RGB,false,Wired,Black
SteelSeries Apex 7 TKL,,Gaming,SteelSeries QX2 Brown,RGB,true,Wired,Black
Cooler Master CK550,,Gaming,Gateron Blue,RGB,false,Wired,Black
Cherry MX Board 5.0,,Gaming,Cherry MX Silent Red,White,false,Wired,Black / Silver
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Red,RGB,true,Wired,Black
MK Night Typist,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Redragon K555-RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Silent Red,,false,Wired,Black
Corsair K60 Pro,,Gaming,Cherry Viola,Red,false,Wired,Black
Kinesis Gaming Freestyle Edge,199,Ergonomic Split,Cherry MX Blue,RGB,true,Wired,Black
Corsair K65 RGB MINI BERRY WAVE,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Blue / White
Monoprice Dark Matter Collider,,Gaming,,RGB,false,Wired,Black
MSI Vigor GK71 SONIC,,Gaming,MSI Sonic Red,RGB,false,Wired,Black / Silver
Cooler Master SK653,143.94,Gaming,TTC Brown Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Cooler Master SK653,110,Gaming,TTC Brown Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Keychron K2 Hot-swappable,,Gaming,Gateron Red,White,true,Wireless,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Iris V2,White,true,Wired,Black / White
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Keychron C2,,Standard,Gateron G Pro Blue,White,false,Wired,Black / White
Keychron K2 Plastic,89.99,Standard,Gateron G Pro Brown,RGB,true,Wireless,Black / Gray
Razer Pro Type Ultra - DE,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron K5 SE,,Slim,Keychron Optical Blue Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK Knob,,Standard,Keychron K Pro Blue,,false,"Wired, Wired",Black
Razer BlackWidow V4 Pro,,Gaming,Razer Yellow,RGB,false,Wired,Black
DROP MDX-31827-11,,Gaming,Kailh Silver Speed,RGB,true,"Wired, Wired",Black
Keychron K8,,Standard,Gateron G Pro Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Blue Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Keychron Red Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 US,87.72,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 FR,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Keychron C2 Pro V1,,Standard,Keychron K Pro Red,White,false,Wired,Black / Gray
Ducky ONE 3 AURA,,Gaming,Cherry MX Red RGB,RGB,false,Wired,Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Clicky,RGB,false,"Wireless, Bluetooth Wireless",Black
Keychron K6,,Standard,Gateron G Pro Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Red Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Keychron Q1 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,true,Wired,Black
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Black / Red
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Gray / Teal
Keychron Lemokey L3,,Standard,Gateron Jupiter Banana,,true,Wireless,Gray / Teal
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",Black
Keychron K7 Pro,99.99,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,99.99,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,109.99,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,119.99,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Razer Ornata V3,,Gaming,,RGB,true,Wired,Black
Razer Ornata V3,,Gaming,,RGB,true,Wired,Black
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Keychron K7,,Slim,Keychron Optical Banana Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK530 V2,,Gaming,TTC Red,RGB,true,Wired,Black
Asus ROG Strix Scope Deluxe,,Gaming,Cherry MX Red RGB,RGB,true,Wired,Black
Adesso AKB-150UB,43.36,Ergonomic,,,false,Wired,Black
AZIO IZO,139.99,Standard,Gateron Blue,,true,"Wired, Bluetooth Wireless",White / Gold
Verbatim 70739,38.99,Mini,,,true,Wireless,Black
Thermaltake ARGENT K5 RGB,179.99,Gaming,Cherry MX Blue,RGB,false,Wired,Silver / Black
IOGEAR GKBSR202TAA,53.99,Standard,,,false,Wired,Black
SteelSeries Apex 9 TKL,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
SteelSeries Apex 3 (2020),,Gaming,,RGB,false,Wired,Black
Logitech MX Keys Mini for Business,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Black / Silver
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
Microsoft QHG-00001,129,Slim,,,false,"Wired, Wireless, Bluetooth Wireless",Black
LTC NB681,,Standard,Huano Brown,RGB,true,Wired,White
Cherry MX 10.0N,,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
iKBC CD87 V2,76.98,Standard,Cherry MX Brown,,true,Wired,Black
Qisan CCDY003COOT7,69.98,Mini,Cherry MX Blue,Blue,true,Wired,Silver
Targus AKB30US,22.69,Standard,,,false,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Keychron K3 Max,119.99,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Gray
HP 350,24.99,Standard,,,true,Bluetooth Wireless,Black
Cherry G84-4100LCMUS-2,70.87,Slim,Cherry ML,,false,Wired,Black
Adesso WKB-1600CB,49.99,Ergonomic,,,false,Wireless,Black
Deco Gear DGMECHBRD100,49.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",White
Lenovo 4Y41K04031,55.5,Standard,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
YEYIAN Flare 2000,45.99,Gaming,Outemu Red,RGB,false,Wired,Black
IOGEAR GKM571R,199,Mini,,,true,Wireless,Black
Adesso ACK-730W,39.99,Mini,,,false,Wired,White
Kensington K72402US,35.65,Ergonomic,,,false,Wired,Black
A4Tech 9500H,29.99,Standard,,,false,Wireless,Black
Microsoft Digital Media Pro,179.22,Ergonomic,,,false,Wired,Black / Silver
Cooler Master MasterKeys MK750 (MX Red),,Gaming,Cherry MX Red,RGB,false,Wired,Black
Adesso AKB-132HB,17.98,Standard,,,false,Wired,Black
Razer Huntsman V3 Pro Mini,,Mini,Razer Analog Optical Switch Gen-2,RGB,true,Wired,Black
Logitech POP Keys Daydream,99.99,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech MX Keys Mini for Business,115.98,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
SolidTek KB-260ABU-SP,23.98,Standard,,,false,Wired,Black
Kensington K64406US,34.61,Standard,,,false,Wired,White
Logitech K360,64.98,Slim,,,false,Wireless,Silver
Targus BUS0067,18.98,Standard,,,false,Wired,Black
Cherry Compact 11900 Series,139.99,Standard,Cherry MX Black,,false,Wired,Black
Cherry G83-6104,52.56,Standard,,,false,Wired,Black
Cherry G84-5200LCMEU-2,,Standard,Cherry ML,,false,Wired,Black
ROCCAT ISKU,,Gaming,,,false,Wired,Black
Chester Creek Technologies CCT KinderBoard,90,Standard,,,false,Wired,Gray
Microsoft Wedge Mobile Keyboard For Business,229.99,Mini,,,true,Bluetooth Wireless,Black
ROCCAT Isku FX,,Gaming,,Multicolor,false,Wired,Black
A4Tech KD-600L,29.99,Standard,,Blue,false,Wired,Black
matias Tactile Pro for Mac,124.88,Standard,ALPS Clicky Simplified White,,false,Wired,White
Adesso SlimTouch 120 - 3-Color Illuminated Compact Multimedia Keyboard,34,Standard,,Multicolor,false,Wired,Black
Cherry G83-6104,,Standard,,,false,Wired,Gray
Microsoft Wired Desktop 400 UK,,Standard,,,false,Wired,Black
Microsoft Desktop 900,,Standard,,,false,Wireless,Black
G.Skill RIPJAWS KM780R,249.99,Gaming,Cherry MX Red,Red,false,Wired,Black
NOX Krom Kratos,,Gaming,Kailh Red,Orange,false,Wired,Black
Logitech MK550,59.99,Ergonomic,,,false,Wireless,Black
Ducky One 2 RGB,,Standard,Cherry MX Red,RGB,false,Wired,Black
Adesso WKB-3150UB,59.99,Ergonomic,,,true,Wireless,Black
V7 V7 Professional,20,Standard,,,false,Wired,Black
Microsoft QSZ-00001,49.94,Standard,,,false,Bluetooth Wireless,Black
Kensington K72344US,29.89,Slim,,,false,Wireless,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Silent Red,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Brown,RGB,true,Wired,Black
Das Keyboard 4 root,149,Gaming,Cherry MX Brown,,false,Wired,Black
Keychron K2 Hot-swappable,,Gaming,Gateron Blue,White,true,Wireless,Black / White
Razer Pro Type Ultra - FR,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,false,"Wired, Wired",Translucent Black
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Blue / Black
Keychron K1 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,109.99,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
HP 225,32.98,Standard,,,false,Wired,Black
SteelSeries Apex Pro Mini,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Lenovo 4X31K03931,87.34,Standard,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
Corsair K65 PLUS,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
NZXT Function 2,,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",Black
IQUNIX OG80 Dark Side,,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX ZX75 Gravity Wave,189.99,Gaming,IQUNIX Moonstone,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,,true,"Wired, Wireless, Bluetooth Wireless",White / Black
LTC NB681,,Standard,Huano Red,RGB,true,Wired,White
ENDORFY Thock,,Gaming,Kailh Red,RGB,true,Wired,Black
Gigabyte GK-K8100-YEL,,Gaming,,,false,Wired,Yellow
HP DT528A#ABA,,Standard,,,false,Wired,Black / Silver
Razer Anansi,,Gaming,,,false,Wired,Black
Microsoft Natural Keyboard Elite,259.95,Ergonomic,,,false,Wired,White
Microsoft Keyboard 200,,Standard,,,false,Wired,Black
Microsoft SideWinder X6,,Standard,,Red / Amber,false,Wired,Black
Thermaltake eSPORTS Challenger,,Gaming,,,false,Wired,Black
Thermaltake eSPORTS Meka,,Gaming,Cherry MX Black,,false,Wired,Black
Gigabyte KM7600,,Ergonomic,,,false,Wireless,Black
Apple MC184LL/B,,Mini,,,true,Bluetooth Wireless,Silver
Lenovo 73P2620,,Standard,,,false,Wired,Black
HP FQ480AA#ABA,,Standard,,,false,Wireless,Black
Microsoft 6000,,Slim,,,false,Bluetooth Wireless,Black
Gigabyte GK-K6800,,Standard,,,false,Wired,Black
nMEDIAPC HTPCKB-B,,Slim,,,true,Wireless,Black
Saitek Cyborg V5,,Gaming,,Red,false,Wired,Black
Enermax KB009U-B,,Standard,,,false,Wired,Black
Logitech K360,,Standard,,,false,Wireless,Black / Gold
AZIO Levetron Mech4,,Gaming,Cherry MX Black,,false,Wired,Black
Logisys KB208BK,,Standard,,,false,Wired,Black
Gigabyte GK-K8100-RED,,Gaming,,,false,Wired,Red
Adesso ACK-595UW,,Mini,,,true,Wired,White
Adesso AKB-110W,41.43,Mini,,,true,Wired,White
Adesso AKB-110B,29.58,Mini,,,true,Wired,Black
Adesso ACK-5010PB,80.49,Mini,,,true,Wired,Black
Adesso WKB-3100UB,39.99,Mini,,,true,Wireless,Black
KeyTronic E06101USBC,,Standard,,,false,Wired,Beige
KeyTronic SCARD-U1,,Standard,,,false,Wired,Beige
Cherry G83-6644LUAEU-2,,Standard,,,false,Wired,Black
Logitech MK100,,Slim,,,false,Wired,Black
Razer BlackWidow Ultimate Mass Effect 3 Edition,,Gaming,Cherry MX Blue,Red,false,Wired,Black
ROCCAT Arvo,,Gaming,,,false,Wired,Black
SteelSeries Merc Stealth,,Ergonomic,,,false,Wired,Black
Kensington Pro Fit Wired Media Keyboard,,Standard,,,false,Wired,Black
IBM 40K9584,,Standard,,,false,Wired,Black
Logisys Streamline Character-illuminated White LED Keyboard,,Ergonomic,,,false,Wired,Black
Cooler Master Storm Quick Fire Pro,,Gaming,Cherry MX Brown,,false,Wired,Black
Rosewill RK-9000I,,Standard,Cherry MX Blue,,false,Wired,White / Black
Samsung VG-KBD1000 Keyboard,,Slim,,,false,Bluetooth Wireless,Black
Logitech 967685-0403-1,,Standard,,,true,Bluetooth Wireless,Black / Silver
A4Tech KL-5BK,,Slim,,,true,Wired,Black
Syba CL-KBD23025,,Mini,,,true,Bluetooth Wireless,Silver / Black
Logitech 920-003687,,Standard,,,false,Wired,Black
Logitech Solar Keyboard K750 for Mac,,Slim,,,false,Wireless,Black
Lenovo Preferred Pro USB Keyboard,,Standard,,,false,Wired,Black
Cooler Master Storm QuickFire Rapid,,Gaming,Cherry MX Brown,,true,Wired,Gray / Black
AZIO Levetron Mech5,,Gaming,Cherry MX Black,,false,Wired,Black / Red
Lenovo 73P5230,,Standard,,,false,Wired,Gray / Black
Chester Creek Technologies CCT,,Standard,,,false,Wired,Red
V7 Standard PS/2 Keyboard,,Standard,,,false,Wired,Black
Buslink KR-6402-BK,,Slim,,,false,Wired,Black
Genius LuxeMate i200,,Mini,,,true,Wired,Black
Genius KB-06XE PS2,,Standard,,,false,Wired,Black
Genius 31300710101,,Standard,,,false,Wired,Black
Fujitsu FPCKD38A1P,,Mini,,,true,Bluetooth Wireless,Black
Buslink KR-6170M Full Size X-Slim Keyboard,,Standard,,,false,Wired,White
V7 KC0A2-4L3P Keyboard,19.48,Standard,,,false,Wired,Black
Razer BlackWidow 2013,,Gaming,Cherry MX Blue,,false,Wired,Black
A4Tech 3100N,,Standard,,,false,Wireless,Black
A4Tech 7700N,,Mini,,,true,Wireless,Silver / Black
Ducky Year of the Dragon,,Standard,Cherry MX Red,Blue,true,Wired,Black
Filco Ninja Majestouch-2,,Standard,Cherry MX Red,,false,Wired,Beige
Cherry G80-3800 MX Board 2.0,,Standard,Cherry MX Red,,false,Wired,Black
Razer BlackWidow Tournament Edition,,Gaming,Cherry MX Blue,,true,Wired,Black
Razer BlackWidow Ultimate 2013 Mac,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Tesoro Durandal G1NL,,Standard,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008S-AEALR,,Gaming,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Black,White,false,Wired,Pink / White
Mad Catz S.T.R.I.K.E.5,,Gaming,,Multicolor,false,Wired,Black
Mad Catz S.T.R.I.K.E. 7,,Gaming,,Multicolor,false,Wired,Black / Silver
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Blue,,false,Wired,Black
Microsoft Sculpt Comfort Keyboard for Business,,Ergonomic,,,false,Wireless,Black
Vortex POKER PBT,,Mini,Cherry MX Brown,,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Brown,White,true,Wired,Black
Adesso Tru-Form Media 1500,56.96,Ergonomic,,,false,Wireless,Black
HP Stylish USB Keyboard and Mouse,,Standard,,,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Green,,false,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,17.99,Slim,,,true,Wired,Black
Dell 469-4060,,Standard,,,false,Wired,Black
HP K3500,,Slim,,,false,Wireless,Black
Key Ovation Go!2 Mobile Keyboard - PC & Mac - USB,,Mini,,,true,Wired,Black
Cooler Master Storm Quickfire TK Mechanical Keyboard,,Standard,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008 Shine 3 White LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,White,false,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Orange,false,Wired,Black
Ducky DK9008 Shine 3 Blue LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Blue,false,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Brown,,false,Wired,Black
AZIO L70,,Gaming,,Blue,false,Wired,Black
Keycool KC84RED-G,,Mini,Cherry MX Red,Multicolor,true,Wired,Black
Keycool KC84RED-W,,Mini,Cherry MX Red,Multicolor,true,Wired,Black
Logitech Wireless Touch k400,,Slim,,,true,Wireless,White
ROCCAT Ryos MK,,Gaming,Cherry MX Black,Blue,false,Wired,Black
ROCCAT Ryos MK Glow,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Cooler Master Storm QuickFire Ultimate,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Cobra E-Blue Mazer,,Gaming,Cherry MX Blue,Blue,false,Wired,Black / Blue
Cooler Master CM Storm QuickFire Ultimate,,Gaming,Cherry MX Brown,White,false,Wired,Black
Keycool KC84BROWN-B,,Mini,Cherry MX Brown,Multicolor,true,Wired,Black
Logitech 920-000021,,Standard,,,false,Wired,Black
Logitech Value 100,,Standard,,,false,Wired,Black
Alienware TactX,,Gaming,,Multicolor,false,Wired,Black / Silver
Prestige Bakker Elkhuizen Compact Usb Keyboard,69.2,Slim,,,false,Wired,Silver
Rosewill Apollo RK-9100xBBR,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Rosewill Apollo RK-9100xRBR,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Rosewill RK-9200BU,,Slim,Cherry MX Blue,Multicolor,false,Wired,Black
Cherry G80-3850LYBGB-2,,Standard,Cherry MX Red,,false,Wired,Black
Razer DeathStalker Essential,,Gaming,,,false,Wired,Black
GAMDIAS HERMES,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Zalman ZM-K380 Combo,34.99,Standard,,,false,Wired,Black
Genius Imperator Pro White Edition,,Gaming,,RGB,false,Wired,White / Gray
Cooler Master QuickFire Rapid-i,,Standard,Cherry MX Brown,White,true,Wired,Black / White
Razer Blackwidow Tournament Edition,,Gaming,Razer Green,,true,Wired,Black
Cherry JK-0700 Compact Quiet Keyboard,,Slim,,,false,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Red,Red,false,Wired,Black / Silver
Topre Realforce 87U,,Slim,Topre Variable,Blue,true,Wired,White / Gray
Topre Realforce 87U,,Slim,Topre Variable Silent,Blue,true,Wired,Black
Topre Realforce 87U,,Slim,Topre 55g,Blue,true,Wired,Black
Topre Realforce 87U EK Edition,,Slim,Topre 45g,Red,true,Wired,Black / Gray
Topre Realforce 104UB,,Standard,Topre Variable,,false,Wired,Black
Logitech K830,,Standard,,White,true,Wireless,Black
Cooler Master Novatouch TKL,,Standard,Topre 45g,,true,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky Shine 4,,Gaming,Cherry MX Blue,Red / Blue,false,Wired,Black
Ducky Shine 4,,Gaming,Cherry MX Green,Red / Blue,false,Wired,Black
Ducky Shine 4,,Gaming,Cherry MX Red,Red / Blue,false,Wired,Black
Zowie CELERITAS,,Standard,Cherry MX Brown,,false,Wired,Black
Cougar ATTACK2-2B,,Standard,Cherry MX Black,,false,Wired,Black
Cougar 500K,,Gaming,,Orange,false,Wired,Black
Adesso EasyTouch 635,,Gaming,Kailh Blue,,false,Wired,Black
Cougar 700K,,Gaming,Cherry MX Red,Red,false,Wired,Black / Silver
Razer Deathstalker Essential,,Gaming,,,false,Wired,Black
Rosewill RBK-100,,Slim,,Blue,false,Wired,Black
Kensington Pro Fit,24.99,Standard,,,false,Wireless,Black
KUL ES-87,,Standard,Cherry MX Red,,true,Wired,Black
UtechSmart Saturn,,Gaming,,Multicolor,false,Wired,Black
KeyTronic MK320,,Standard,,,false,Wireless,Black
Ducky Mini,,Mini,Cherry MX Blue,Red / Blue,true,Wired,Black / Gray
AZIO KB506W,,Gaming,,Blue,false,Wireless,Black
Cherry JD-0700EU-2,,Standard,,,false,Wireless,Black
Cherry G80-3930 MX 6.0,,Gaming,Cherry MX Red,Red / Blue,false,Wired,Black / Silver
Aula BE FIRE SI-859,,Gaming,,Multicolor,false,Wired,Black
AZIO HUE,,Slim,,,false,Wireless,Pink
Corsair STRAFE,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Logitech G410 Atlas Spectrum,,Gaming,Romer-G Tactile,RGB,true,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Red,false,Wired,Black
