name,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
LG 40WP95C-W,1399.99,39.7,"5120,2160",72,5,IPS,64:27
Asus ROG SWIFT PG349Q,1021.17,34,"3440,1440",120,,IPS,21:9
Asus ProArt Display PA348CGV,,34,"3440,1440",120,2,IPS,21:9
LG 27UK650-W,548.98,27,"3840,2160",60,5,IPS,16:9
Asus VY279HE,139.99,27,"1920,1080",75,,IPS,16:9
Philips 439P1,599.99,42.5,"3840,2160",60,4,VA,16:9
Acer Nitro XV272K LV,,27,"3840,2160",155,,IPS,16:9
MSI Optix MAG273R,399.99,27,"1920,1080",144,,IPS,16:9
Asus VY249HE-W,109,23.8,"1920,1080",75,,IPS,16:9
Samsung Odyssey G65B,,32,"2560,1440",240,1,VA,16:9
ASRock CL25FF,,24.5,"1920,1080",100,4,IPS,16:9
LG 38CB99-W,,38,"3840,1600",75,5,IPS,12:5
BenQ EW3270U,,31.5,"3840,2160",60,4,VA,16:9
Acer QG241Y bii,129.99,23.8,"1920,1080",75,,VA,16:9
Samsung M5,,27,"1920,1080",60,8,VA,16:9
BenQ PhotoVue SW272U,1649.99,27,"3840,2160",60,5,IPS,16:9
Dell E1910H,161.5,18.5,"1360,768",,5,TN,16:9
Asus VS239H-P,,23,"1920,1080",,5,IPS,16:9
Dell P2214H,,21.5,"1920,1080",60,8,IPS,16:9
Dell P2414H,,23.8,"1920,1080",60,8,IPS,16:9
Dell U2717D,,27,"2560,1440",60,6,IPS,16:9
LG 29WK600-W,,29,"2560,1080",75,5,IPS,21:9
Acer Predator XB273K Pbmiphzx,,27,"3840,2160",144,4,IPS,16:9
Acer ED273 Abidpx,,27,"1920,1080",144,4,VA,16:9
Gigabyte AORUS CV27Q,,27,"2560,1440",165,,VA,16:9
LG UltraGear 27GN95B-B,,27,"3840,2160",144,1,IPS,16:9
Dell S2421H,329.99,23.8,"1920,1080",75,4,IPS,16:9
Dell G2722HS,,27,"1920,1080",165,1,IPS,16:9
LG 24ML44B-B,,23.8,"1920,1080",75,5,IPS,16:9
LG 29WP500-B,,29,"2560,1080",75,5,IPS,21:9
LG 32MN600P-B,199.99,32,"1920,1080",60,5,IPS,16:9
MSI Optix G271CP,,27,"1920,1080",165,,VA,16:9
MSI Optix G27C7,,27,"1920,1080",165,,VA,16:9
iiyama GB2470HSU-B1,,23.8,"1920,1080",165,,IPS,16:9
iiyama GB2770HSU-B1,,27,"1920,1080",165,,IPS,16:9
HP OMEN X 25f,,24.5,"1920,1080",240,,TN,16:9
Acer Nitro ED240Q Sbiipx,,23.6,"1920,1080",165,,VA,16:9
HP 24fwa,,23.8,"1920,1080",75,5,IPS,16:9
Philips 241V8L,144.99,23.8,"1920,1080",75,4,VA,16:9
Acer XZ323QU X3,,31.5,"2560,1440",240,1,VA,16:9
LG 27BN85UN-B,249,27,"3840,2160",60,5,IPS,16:9
Asus ROG Strix XG32AQ,,32,"2560,1440",175,1,IPS,16:9
AOC Q32V4,,31.5,"2560,1440",75,4,IPS,16:9
Acer XV272U Xbmiipruzx,481.49,27,"2560,1440",240,1,IPS,16:9
HP OMEN X 27,1276.9,27,"2560,1440",240,,TN,16:9
Samsung M70B,399.99,32,"3840,2160",60,4,,16:9
Dell E1715SE,129.99,17,"1280,1024",75,5,TN,5:4
Philips Evnia 279M1RV,743.79,27,"3840,2160",120,1,Nano IPS,16:9
Gigabyte AORUS FO48U,,47.5,"3840,2160",,1,OLED,16:9
HP M24FW,139.99,23.8,"1920,1080",75,5,IPS,16:9
Acer V277,180,27,"1920,1080",75,,IPS,16:9
AOC AG274QZM,,27,"2560,1440",240,1,IPS,16:9
Acer VG270 bmiix,249,27,"1920,1080",75,,IPS,16:9
Samsung Odyssey G7 T1 Faker Edition,,27,"2560,1440",240,1,VA,16:9
Asus VZ249QG1R,149.99,23.8,"1920,1080",75,,IPS,16:9
Samsung LS27CG512ENXZA,314.49,27,"2560,1440",165,,VA,16:9
BenQ XL2411Z,,24,"1920,1080",144,1,TN,16:9
BenQ EL2870U,,28,"3840,2160",60,1,TN,16:9
MSI Optix MAG272QR,379,27,"2560,1440",165,1,VA,16:9
LG 34WN80C-B,780,34,"3440,1440",60,5,IPS,21:9
Dell S2721H,344.59,27,"1920,1080",75,4,IPS,16:9
Gigabyte AORUS FI27Q-X,,27,"2560,1440",240,1,IPS,16:9
LG 27MQ44B-B,129.99,27,"1920,1080",75,5,IPS,16:9
Asus ROG Swift PG27UQR,,27,"3840,2160",160,1,IPS,16:9
Dell U3011,,30,"2560,1600",60,7,IPS,16:10
Acer X223WDbd,,22,"1680,1050",,5,,16:10
Asus VG236H,,23,"1920,1080",120,2,,16:9
Samsung S19B150N,,18.5,"1366,768",60,5,TN,16:9
Asus VX238H,,23,"1920,1080",,1,,16:9
LG M2901SCBN,,29,"1366,480",,8,IPS,683:240
HP Z24i,,24,"1920,1200",60,8,IPS,16:10
JVC DT-E17L4GU,,17,"1920,1080",,,,16:9
LG 22MP55HQ-P,,22,"1920,1080",60,5,IPS,16:9
Acer K242HL Bbid,,24,"1920,1080",60,5,TN,16:9
Dell U2515H,,25,"2560,1440",60,6,IPS,16:9
LG 27MP58VQ-P,,27,"1920,1080",60,5,IPS,16:9
Samsung C32HG70,,31.5,"2560,1440",144,1,VA,16:9
Samsung CHG90,,49,"3840,1080",144,1,VA,32:9
AOC AGON AG322QCX,,31.5,"2560,1440",144,4,VA,16:9
HP W2207H,,22,"1680,1050",60,,TN,16:10
MSI Optix MAG27C,,27,"1920,1080",144,1,VA,16:9
Sceptre C248B-144R,,24,"1920,1080",144,3,VA,16:9
HP Omen 25,,24.5,"1920,1080",144,,TN,16:9
Lenovo L22e-20,180.69,21.5,"1920,1080",60,4,VA,16:9
Lenovo L27q-30,381.5,27,"2560,1440",75,6,IPS,16:9
Acer Predator X34,,34,"3440,1440",180,,IPS,21:9
Acer XV272U Kvbmiiprzx,,27,"2560,1440",170,,IPS,16:9
MSI Optix MAG281URF,,27.9,"3840,2160",144,1,IPS,16:9
Asus VL249HE,179.99,24,"1920,1080",75,5,IPS,16:9
Samsung Odyssey G52A,,27,"2560,1440",165,1,IPS,16:9
Samsung SF350,,22,"1920,1080",,,TN,16:9
Samsung SR35,,24,"1920,1080",75,,IPS,16:9
Acer XV271 Zbmiiprx,,27,"1920,1080",240,,IPS,16:9
Acer XV272U KVbmiiprzx,,27,"2560,1440",144,,IPS,16:9
Acer XV322QU Pbmiipprzx,,31.5,"2560,1440",165,,IPS,16:9
ViewSonic VX2418-P-MHD,141.44,24,"1920,1080",165,4,VA,16:9
Acer Predator X25 bmiiprzx,,24.5,"1920,1080",360,,IPS,16:9
HP X27qc,,27,"2560,1440",165,,VA,16:9
MSI OPTIX MAG273R2,,27,"1920,1080",165,,IPS,16:9
iiyama G-MASTER GB2770HSU-B5,,27,"1920,1080",165,,IPS,16:9
Pixio PX248 PRO,,24,"1920,1080",165,1,IPS,16:9
Pixio PX32U WAVE,,32,"3840,2160",144,1,IPS,16:9
LG 29BQ650-W,232,29,"2560,1080",100,5,IPS,21:9
Planar PZN2710Q,199,27,"2560,1440",75,6,IPS,16:9
Dell P2723QE,429.99,27,"3840,2160",60,,IPS,16:9
AOC U32G3X/BK,,31.5,"3840,2160",144,1,IPS,16:9
Asus CG32UQ,,31.5,"3840,2160",60,5,VA,16:9
Asus VA27DCP,,27,"1920,1080",75,5,IPS,16:9
Asus ProArt Display PA248CRV,279,24.1,"1920,1200",75,5,IPS,16:10
LG 22MP58VQ-P,,21.5,"1920,1080",60,5,IPS,16:9
LG 27UL550-W,299.99,27,"3840,2160",60,5,IPS,16:9
Asus ROG Swift PG259QNR,,24.5,"1920,1080",360,1,IPS,16:9
Asus VA24DQSB,137.63,23.8,"1920,1080",75,5,IPS,16:9
Acer ‎Predator X32 X3bmiiphuzx,,31.5,"3840,2160",240,0.03,OLED,16:9
Philips 271V8LAB,,27,"1920,1080",100,4,VA,16:9
Planar PL1910MW,,19,"1440,900",,5,,16:10
LG 34UC79G-B,,34,"2560,1080",144,5,IPS,21:9
MSI Optix MAG274R,269,27,"1920,1080",144,,IPS,16:9
BenQ GL2580H,,24.5,"1920,1080",60,2,TN,16:9
Acer K242HQL bid,189,23.6,"1920,1080",60,5,VA,16:9
Asus ROG Swift PG43UQ,,43,"3840,2160",144,,VA,16:9
Lenovo Legion Y27gq-20,299,27,"2560,1440",165,1,TN,16:9
Acer ED320Q Xbmiipx,234.95,31.5,"1920,1080",,,VA,16:9
Asus ROG Strix XG259QN,,24.5,"1920,1080",380,0.3,IPS,16:9
Asus VA247HE,159,23.8,"1920,1080",75,5,VA,16:9
Acer Vero B7 B247Y E,,23.8,"1920,1080",100,4,IPS,16:9
Titan Army P32A2S2,,32,"2560,1440",240,1,IPS,16:9
Asus PA248Q,,24.1,"1920,1200",,6,IPS,16:10
HP w185e,,18.5,"1366,768",60,5,,16:9
AOC G2460PG,,24,"1920,1080",144,1,TN,16:9
Dell U2715H,,27,"2560,1440",60,8,IPS,16:9
LG 24M47VQ,,24,"1920,1080",60,2,TN,16:9
Acer XF270HU,,27,"2560,1440",144,4,IPS,16:9
Dell SE2417HG,218.12,23.6,"1920,1080",60,1,TN,16:9
LG 29UM68-P,,29,"2560,1080",60,5,IPS,21:9
AOC AG271QX,,27,"2560,1440",144,1,TN,16:9
ViewSonic XG2703-GS,,27,"2560,1440",165,,IPS,16:9
Dell SE2717H,,27,"1920,1080",75,6,IPS,16:9
Asus ROG STRIX XG27VQ,,27,"1920,1080",144,4,VA,16:9
Asus ROG Strix XG32VQ,,31.5,"2560,1440",144,4,VA,16:9
iiyama G-MASTER RED EAGLE,,24,"1920,1080",144,1,TN,16:9
LG 27UK850-W,415,27,"3840,2160",60,5,IPS,16:9
ViewSonic VP2768-4K,856.47,27,"3840,2160",,7,IPS,16:9
Samsung LC32JG50QQNZA,,32,"2560,1440",144,4,VA,16:9
Acer ED323QUR Abidpx,,31.5,"2560,1440",144,4,VA,16:9
Acer KG241 Pbmidpx,,24,"1920,1080",144,1,TN,16:9
AOC 22V2H,,21.5,"1920,1080",75,5,IPS,16:9
ViewSonic VX2458-mhd,,23.6,"1920,1080",144,5,TN,16:9
Dell P2219HC,,22,"1920,1080",60,5,IPS,16:9
Asus VA249HE,,23.8,"1920,1080",60,5,VA,16:9
Dell U2719D,,27,"2560,1440",60,5,IPS,16:9
Philips 276E8VJSB,,27,"3840,2160",60,5,IPS,16:9
Asus ROG Strix XG279Q,,27,"2560,1440",170,1,IPS,16:9
Acer VG270 Pbiip,,27,"1920,1080",144,,IPS,16:9
Gigabyte AORUS FI27Q,,27,"2560,1440",165,,IPS,16:9
AOC 27G2E5,,27,"1920,1080",75,,IPS,16:9
Acer ED270R PBIIPX,,27,"1920,1080",165,5,VA,16:9
Gigabyte ‎AORUS FI25F,,24.5,"1920,1080",240,,IPS,16:9
MSI Optix MAG322CQR,,31.5,"2560,1440",165,,VA,16:9
Samsung Odyssey G7 LS28AG700NNXZA,,28,"3840,2160",144,1,IPS,16:9
Acer VG271U Sbmiipx,,27,"2560,1440",170,,IPS,16:9
Acer VG271 Sbmiipx,,27,"1920,1080",165,,IPS,16:9
Acer XV272 Mbmiiprx,,27,"1920,1080",165,,IPS,16:9
Acer XV322QK Kvbmiiphuzx,,31.5,"3840,2160",144,1,IPS,16:9
Acer XV241Y Xbmiiprx,,23.8,"1920,1080",240,,IPS,16:9
Dell U4021QW,,40,"5120,2160",60,5,IPS,64:27
Corsair XENEON 32UHD144,,32,"3840,2160",144,12,IPS,16:9
Samsung Odyssey G7,,28,"3840,2160",144,1,IPS,16:9
Acer KG272U,,27,"2560,1440",75,,IPS,16:9
Acer KG272 S,,27,"1920,1080",165,,IPS,16:9
Sceptre NEBULA,,38.5,"2560,1440",165,,VA,16:9
Philips 27E1N8900,,27,"3840,2160",60,,OLED,16:9
HP EliteDisplay E243,,23.8,"1920,1080",60,5,IPS,16:9
HP V24i,,23.8,"1920,1080",60,5,IPS,16:9
Lenovo ThinkVision S22e-20,,21.5,"1920,1080",75,4,VA,16:9
Samsung T45F,159.99,24,"1920,1080",75,5,IPS,16:9
Samsung M80C,,32,"3840,2160",60,4,VA,16:9
YEYIAN Sigurd 2503,,23.8,"1920,1080",200,,,16:9
HP 724pf,189,23.8,"1920,1080",100,5,IPS,16:9
Samsung Odyssey G32A,,24,"1920,1080",165,,VA,16:9
Acer SH272U EBMIPHUX,,27,"2560,1440",100,,IPS,16:9
Pixio PX246 Wave,,24,"1920,1080",120,4,IPS,16:9
BenQ SW242Q,549.99,24.1,"2560,1600",60,5,IPS,16:10
AOC U2790VQ,,27,"3840,2160",60,5,IPS,16:9
MSI Optix MPG341QR,,34,"3440,1440",144,,IPS,21:9
MSI MPG ARTYMIS 273CQR-QD,294.64,27,"2560,1440",165,,VA,16:9
Asus ProArt Display PA24ACRV,334.1,23.8,"2560,1440",75,5,IPS,16:9
Pixio PX27U Wave,349.99,27,"3840,2160",160,1,IPS,16:9
Philips 328E1CA,,31.5,"3840,2160",60,4,VA,16:9
LG 40BP95C-W,1466.25,39.7,"5120,2160",72,5,Nano IPS,64:27
Samsung S22A450BW-1,81.84,22,"1680,1050",,5,,16:10
Asus VA27DQ,144.94,27,"1920,1080",75,5,IPS,16:9
ViewSonic VP2756-4K,431.99,27,"3840,2160",,5,IPS,16:9
Lenovo 66C9UAC1EU,,31.5,"3840,2160",60,,IPS,16:9
Philips 27E1N1300AE/00,,27,"1920,1080",100,,IPS,16:9
Asus MG28UQ,699.99,28,"3840,2160",60,1,TN,16:9
LG 32EP950-B,,31.5,"3840,2160",60,1,OLED,16:9
Dell P2421DC,379.99,23.8,"2560,1440",60,5,IPS,16:9
Lenovo ThinkVision P27q-30,399.88,27,"2560,1440",60,4,,16:9
Philips 346E2CUAE,309.99,34,"3440,1440",100,,VA,21:9
Asus VP229HE,179.99,21.5,"1920,1080",75,5,IPS,16:9
Gigabyte G27F 2,,27,"1920,1080",170,,IPS,16:9
Asus VY229HE,,21.4,"1920,1080",75,,IPS,16:9
Samsung ViewFinity S60A,,27,"2560,1440",75,5,IPS,16:9
Dell P2317H,279,23,"1920,1080",60,6,IPS,16:9
Dell P2012H,,20,"1600,900",60,5,TN,16:9
LG 20M35D-B,,19.5,"1600,900",60,5,TN,16:9
BenQ GL2760H,,27,"1920,1080",60,2,TN,16:9
BenQ GL2250HM,,21.5,"1920,1080",60,2,TN,16:9
LG 24GM77,,24,"1920,1080",144,1,TN,16:9
Sceptre E205W-1600,,20,"1600,900",60,5,TN,16:9
Samsung S22E450B,159.99,21.5,"1920,1080",60,5,TN,16:9
Samsung S27E310H,,27,"1920,1080",60,1,TN,16:9
HP Z23N,,23,"1920,1080",60,7,IPS,16:9
Asus MG248Q,,24,"1920,1080",144,1,TN,16:9
Lenovo L24q,,23.8,"2560,1440",60,4,IPS,16:9
BenQ PD3200U,,32,"3840,2160",60,4,IPS,16:9
iiyama ProLite XUB2792QSU-B1,,27,"2560,1440",70,5,IPS,16:9
BenQ EX3203R,,31.5,"2560,1440",144,4,VA,16:9
AOC Q3279VWFD8,,31.5,"2560,1440",75,4,IPS,16:9
Dell U3219Q,1099,31.5,"3840,2160",60,5,IPS,16:9
Dell S2419HGF,,24,"1920,1080",144,1,TN,16:9
MSI Optix MPG27CQ,,27,"2560,1440",144,1,VA,16:9
AOC 24B1XH,,23.8,"1920,1080",60,7,IPS,16:9
AOC 22E1H,,21.5,"1920,1080",60,2,TN,16:9
Asus VZ229HE,,21.5,"1920,1080",60,5,IPS,16:9
Asus VG258Q,,24.5,"1920,1080",144,1,TN,16:9
Lenovo D24-10,,23.6,"1920,1080",60,,TN,16:9
Dell AW3821DW,,37.5,"3840,1600",144,1,IPS,12:5
Corsair XENEON 32QHD165,,32,"2560,1440",165,3,IPS,16:9
AOC Q27G2S/D,,27,"2560,1440",170,4,IPS,16:9
Acer SA270 Bbix,,27,"1920,1080",75,,IPS,16:9
Acer VG270 Bmipx,,27,"1920,1080",75,,IPS,16:9
Acer KG272 Bmiix,,27,"1920,1080",75,,IPS,16:9
Acer ED323QU Pbmiippx,,31.5,"2560,1440",165,,VA,16:9
Acer SA241Y bi,,23.8,"1920,1080",75,,IPS,16:9
Acer EG220Q Pbipx,,21.5,"1920,1080",144,,TN,16:9
Dell S3422DW,,34,"3440,1440",100,4,VA,21:9
Asus ROG Strix XG276Q,,27,"1920,1080",170,1,IPS,16:9
LG UltraFine 24MD4KLB-B,,24,"3840,2160",60,14,IPS,16:9
INNOCN 32M2V,,32,"3840,2160",144,1,Mini LED IPS,16:9
AOC AGON Pro AG274FZ,,27,"1920,1080",260,1,IPS,16:9
AOC 27G2E,,27,"1920,1080",144,,IPS,16:9
MSI MPG Artymis 273CQRX-QD,599,27,"2560,1440",240,,VA,16:9
MSI OPTIX G2712,274.53,27,"1920,1080",170,,IPS,16:9
Acer Nitro XV272U RV,,27,"2560,1440",170,1,IPS,16:9
Titan Army P2510H,,24.5,"1920,1080",240,1,VA,16:9
Acer XF250Q Cbmiiprx,,24.5,"1920,1080",240,1,TN,16:9
ASRock PG34WQ15R2B,,34,"3440,1440",165,,VA,21:9
LG 24U631A-B,,23.8,"2560,1440",100,5,IPS,16:9
Dell P1917S,188.76,19,"1280,1024",60,6,IPS,5:4
AOC CU34G3S,,34,"3440,1440",165,4,VA,21:9
iiyama XUB2292HSU-W6,199.68,21.5,"1920,1080",100,,IPS,16:9
BenQ EX270M,279.99,27,"1920,1080",240,,IPS,16:9
Samsung ViewFinity S65UA,329.99,34,"3440,1440",100,5,VA,21:9
Dell P3421W,649,34,"3440,1440",60,5,IPS,21:9
Philips 40B1U6903CH,,39.7,"5120,2160",75,4,IPS,64:27
Acer SB220Q bi,92,21.5,"1920,1080",75,4,IPS,16:9
LG 24GN50W-B,265,24,"1920,1080",144,1,TN,16:9
MSI Oculux NXG253R,,24.5,"1920,1080",360,1,IPS,16:9
HP EliteDisplay E202,250,20,"1600,900",60,,IPS,16:9
Lenovo Y25F-10,314.88,24.5,"1920,1080",144,,TN,16:9
LG 27GN880-B,,27,"2560,1440",144,1,IPS,16:9
LG 27MP450-B,169.99,27,"1920,1080",75,5,IPS,16:9
AOC AG271QG,,27,"2560,1440",165,4,IPS,16:9
LG 27BK430H-B,193.36,27,"1920,1080",75,5,IPS,16:9
Samsung Odyssey G3 LF24G35TFBNXZA,179.04,24,"1920,1080",144,,VA,16:9
Dell P2422HE,299,23.8,"1920,1080",60,5,IPS,16:9
LG 27UP650-W,499.99,27,"3840,2160",60,5,IPS,16:9
Samsung M50C,299.99,32,"1920,1080",60,4,VA,16:9
LG UltraFine,699.99,27,"3840,2160",60,5,IPS,16:9
Dell UltraSharp U2520D,,25,"2560,1440",60,5,IPS,16:9
Dell S2421HS,211.09,23.8,"1920,1080",75,4,IPS,16:9
Samsung S80UA,333,27,"3840,2160",60,,IPS,16:9
HP L1711,,17,"1280,1024",,5,,5:4
Dell U2312HM,,23,"1920,1080",,8,IPS,16:9
BenQ XL2420T,,24,"1920,1080",120,5,TN,16:9
Dell P2011H,,20,"1600,900",,5,TN,16:9
Dell 2007FP,,20,"1600,1200",60,16,,4:3
Asus MX279H,,27,"1920,1080",,5,IPS,16:9
Acer V196HQLAb,,18.5,"1366,768",60,5,TN,16:9
Dell P2314H,,23,"1920,1080",60,8,IPS,16:9
Asus VX228H,,21.5,"1920,1080",60,1,TN,16:9
Asus PB287Q,,28,"3840,2160",60,1,TN,16:9
HP EliteDisplay E221i,,21.5,"1920,1080",60,8,IPS,16:9
BenQ XL2730Z,,27,"2560,1440",144,1,TN,16:9
Acer XB270HU bprz,,27,"2560,1440",144,4,IPS,16:9
Samsung LU28E590DS/ZA,,28,"3840,2160",60,1,TN,16:9
BenQ BL2420PT,,23.8,"2560,1440",60,5,IPS,16:9
Acer XB241H bmipr,,24,"1920,1080",180,1,TN,16:9
Samsung C27HG70,,26.9,"2560,1440",144,1,VA,16:9
AOC U3277PWQU,,32,"3840,2160",60,4,,16:9
iiyama Prolite E2483HS-B1,,24,"1920,1080",60,1,TN,16:9
Samsung T220,,22,"1680,1050",60,2,TN,16:10
Acer Predator Z1,,31.5,"2560,1440",165,4,VA,16:9
ViewSonic VP3268-4K,1599.99,31.5,"3840,2160",60,7,IPS,16:9
Sceptre U275W-4000R,,27,"3840,2160",60,5,IPS,16:9
Asus VZ249HE,179.99,23.8,"1920,1080",60,5,IPS,16:9
LG 32GK850F-B,,32,"2560,1440",144,1,VA,16:9
VIOTEK GN24CW,,24,"1920,1080",144,3,VA,16:9
MSI Optix MPG27C,,27,"1920,1080",144,1,VA,16:9
BenQ ZOWIE XL2731,,27,"1920,1080",144,1,TN,16:9
HP EliteDisplay E240C,,23.8,"1920,1080",,7,IPS,16:9
HP 27fh,,27,"1920,1080",,5,IPS,16:9
Lenovo ThinkVision T24i-19,,23.8,"1920,1080",60,6,IPS,16:9
VIOTEK GFV24C,,24,"1920,1080",144,,VA,16:9
AOC AGON AG273QX,,27,"2560,1440",165,,VA,16:9
"V7 V7 L238DPH-2NH 23.8"" Full HD LED LCD Monitor - 16:9",,23.8,"1920,1080",60,5,IPS,16:9
Acer XB273 Gxbmiipprzx,,27,"1920,1080",240,,IPS,16:9
Dell SE2719HR,,27,"1920,1080",75,4,IPS,16:9
ViewSonic VX2768-2KP-MHD OMNI,,27,"2560,1440",144,3,IPS,16:9
Eizo FlexScan EV2730Q,,26.5,"1920,1920",60,5,IPS,1:1
AOC AGON PRO AG275QXL,365.72,27,"2560,1440",170,1,IPS,16:9
Pixio PX273P,,27,"1920,1080",165,1,IPS,16:9
Pixio PX278,,27,"2560,1440",144,1,TN,16:9
Acer XV270 Pbmiiprx,310,27,"1920,1080",144,,IPS,16:9
Acer KA272 Abi,167.99,27,"1920,1080",,,VA,16:9
Acer XV320QU LVbmiiphx,,31.5,"2560,1440",144,,IPS,16:9
Acer QG241Y bi,,23.8,"1920,1080",75,,VA,16:9
LG 27GN600-B,443.11,27,"1920,1080",144,1,IPS,16:9
LG 27MN60T-W,,27,"1920,1080",75,5,IPS,16:9
LG 32QN55T-B,,32,"2560,1440",75,5,IPS,16:9
Asus ROG Swift PG329Q-W,,32,"2560,1440",175,1,IPS,16:9
Acer ED270U P,,31.5,"2560,1440",165,,VA,16:9
KTC G42P5,,42,"3840,2160",138,0.1,OLED,16:9
Acer KA240Hbid,,24,"1920,1080",60,,TN,16:9
MSI G2412V,144.99,23.8,"1920,1080",100,,IPS,16:9
HP P27h G5,179.99,27,"1920,1080",75,5,IPS,16:9
Lenovo L22e-30,353.13,21.5,"1920,1080",75,4,VA,16:9
LG 24BP450Y-I,119.99,23.8,"1920,1080",60,5,,16:9
MSI OPTIX MAG240CR,498,23.6,"1920,1080",144,,VA,16:9
ViewSonic XG341C-2K,943.49,34,"3440,1440",200,,Mini LED VA,21:9
Dell P3223QE,519.99,31.5,"3840,2160",60,,IPS,16:9
LG 34WP75C-B,349.99,34,"3440,1440",160,5,VA,21:9
Pixio PX278 Wave,239.99,27,"2560,1440",180,1,IPS,16:9
LG 24QP500-B,199.99,24,"2560,1440",75,5,IPS,16:9
ViewSonic VX3276-MHD,184.99,32,"1920,1080",,8,IPS,16:9
LG 32UP550N-W,323.2,31.5,"3840,2160",60,4,VA,16:9
LG 34WP65CP-B,,34,"3440,1440",160,5,VA,21:9
BenQ PD3420Q,799.99,34,"3440,1440",60,5,IPS,21:9
BenQ ZOWIE XL2746S,,27,"1920,1080",240,,TN,16:9
Samsung ViewFinity S50GC,,34,"3440,1440",100,5,VA,21:9
LG 38BN95C-W,1827.84,38,"3840,1600",144,1,Nano IPS,12:5
MSI Modern MD272UPHW,279.99,27,"3840,2160",60,4,IPS,16:9
Acer XV322QU KVbmiiphzx,399,31.5,"2560,1440",144,,IPS,16:9
MSI PRO MP241CAW,108.99,23.6,"1920,1080",75,4,VA,16:9
Philips 346B1C,365.99,34,"3440,1440",100,5,VA,21:9
Samsung LS24F354FHNXZA,223.4,23.5,"1920,1080",60,4,PLS,16:9
Acer XV340CK Pbmiipphzx,,34,"3440,1440",144,,IPS,21:9
ViewSonic VX2452mh,,23.6,"1920,1080",60,2,TN,16:9
Acer KG271 bmiix,199.99,27,"1920,1080",75,1,TN,16:9
BenQ MOBIUZ EX480UZ,,48,"3840,2160",120,0.1,OLED,16:9
Lenovo ThinkVision P32p-20,399.99,31.5,"3840,2160",60,4,IPS,16:9
Asus ProArt Display PA27UCX-K,,27,"3840,2160",60,4,Mini LED IPS,16:9
MSI PRO MP253W,124.79,24.5,"1920,1080",100,4,IPS,16:9
Philips Evnia,,34,"3440,1440",165,2.5,VA,21:9
LG 27UD68-P,,27,"3840,2160",60,5,IPS,16:9
AOC E2460SH,,24,"1920,1080",60,1,TN,16:9
BenQ XL2430,,24,"1920,1080",144,1,TN,16:9
Asus VP228QG,,21.5,"1920,1080",75,1,TN,16:9
MSI Prestige PS341WU,,34,"5120,2160",60,8,IPS,64:27
Samsung FT45,239,24,"1920,1080",75,5,IPS,16:9
LG 24GQ40W-B,149.99,23.8,"1920,1080",165,5,VA,16:9
Sony INZONE M3,,27,"1920,1080",240,,IPS,16:9
Lenovo ThinkVision P25i-30,,24.5,"1920,1080",100,,IPS,16:9
Samsung Odyssey Neo G75NB,,32,"3840,2160",165,1,Mini LED VA,16:9
Acer GD235HZbid,,23.6,"1920,1080",120,2,,16:9
Asus VE248Q,,24,"1920,1080",,2,,16:9
Asus VE278Q,,27,"1920,1080",,2,,16:9
NEC EA191M-BK,,19,"1280,1024",,25,,5:4
Dell E1912H,,18.5,"1360,768",60,5,TN,16:9
Dell U2412M,,24,"1920,1200",60,8,IPS,16:10
Samsung S19B420BW,,19,"1400,900",60,5,,16:10
Lenovo LT1952p,,19,"1440,900",,5,,16:10
LG W1943SE-PF,,19,"1366,768",,5,,16:9
HP P221,,21.5,"1920,1080",60,5,TN,16:9
AOC E970SWN,,18.5,"1366,768",60,5,TN,16:9
BenQ XL2720Z,,27,"1920,1080",144,1,TN,16:9
HP E231i,,23,"1920,1080",60,8,IPS,16:9
Acer S240HL Abid,,24,"1920,1080",60,5,TN,16:9
Asus VN247H,,23.6,"1920,1080",60,1,TN,16:9
Asus VS247HR,,23.6,"1920,1080",60,2,TN,16:9
AOC U2879VF,,28,"3840,2160",60,1,TN,16:9
Acer XB321HK BMIPHZ,,32,"3840,2160",60,4,IPS,16:9
LG 27UD58-B,,27,"3840,2160",60,5,IPS,16:9
BenQ XL2540,,24.5,"1920,1080",240,1,TN,16:9
Acer KG221Q,,21.5,"1920,1080",75,1,TN,16:9
LG 24GM79G-B,,24,"1920,1080",144,1,TN,16:9
Acer KG241Q bmiix,,23.6,"1920,1080",75,1,TN,16:9
Asus ROG Strix XG35VQ,,35,"3440,1440",100,4,VA,21:9
ViewSonic XG2560,,24.5,"1920,1080",240,1,TN,16:9
Dell Alienware AW3418HW,,34.1,"2560,1080",120,4,IPS,21:9
LG 24MK400H-B,,24,"1920,1080",75,1,TN,16:9
Gigabyte AORUS AD27QD,,27,"2560,1440",144,1,IPS,16:9
Acer XF240YU bmiidprzx,,23.8,"2560,1440",144,1,TN,16:9
Asus VP278QGL,,27,"1920,1080",75,1,TN,16:9
Asus ROG SWIFT PG279QZ,,27,"2560,1440",165,4,IPS,16:9
Dell UltraSharp U3419W,999,34.1,"3440,1440",60,5,IPS,21:9
AOC C32G1,,31.5,"1920,1080",144,1,VA,16:9
Samsung C27JG50,,27,"2560,1440",144,4,VA,16:9
Acer PREDATOR X35 bmiphzx,,35,"3440,1440",200,2,VA,21:9
Lenovo D24f-10,,23.6,"1920,1080",144,1,TN,16:9
ViewSonic VA2756-MHD,,27,"1920,1080",60,7,IPS,16:9
